"group" "nodes" "species" "mean_edge" "links" "triplet" "DEG" "density" "tdensity"
103444 1442 401 507.904821177618 174335 7045004 "1" 0.0838987218962021 0.014126701258918
103540 513 489 864.200300030789 152651 10614392 "1" 0.581182230750487 0.474502108581957
103613 2645 490 709.999449737662 363463 16932533 "1" 0.0519724367902216 0.00549653364576934
103812 28 26 586.826923076923 676 2595 "1" 0.894179894179894 0.792124542124542
104064 13 2 159.208333333333 144 241 "1" 0.923076923076923 0.842657342657343
104172 1270 484 374.305377591092 212121 14122264 "1" 0.131618919975429 0.0414639793624696
104403 681 472 413.31025665883 82522 2677202 "1" 0.178202470415479 0.0510865520648516
104586 3 3 481.833333333333 6 1 "1" 1 1
104605 1770 484 535.665641825351 270611 10606246 "1" 0.0864259867843239 0.0114955455414857
104634 808 490 531.592513948272 208628 17469266 "1" 0.319954114370545 0.199437109345995
104731 815 486 1388.79018530142 170479 8950738 "1" 0.256973817096517 0.0995720700789408
104854 2579 491 424.368937071866 441742 22742673 "1" 0.0664407364970576 0.0079642353199911
104971 1017 467 1012.09845034362 74210 1422763 "1" 0.0718203919200365 0.00813960087457789
105131 63 39 331.910029498525 2034 11914 "1" 0.52073732718894 0.300017627357659
105787 2381 490 806.118759656357 406468 18487709 "1" 0.0717282124945736 0.00822817561896667
105815 500 414 648.904205714987 130394 7735126 "1" 0.52262124248497 0.373524205036579
105950 1438 488 416.771150269495 242491 10219191 "1" 0.117349155974189 0.0206632044418585
105999 1510 489 537.367697504259 304639 13197258 "1" 0.133696277083635 0.0230445073860943
106039 1331 486 520.07271767843 320266 15460945 "1" 0.180917733853793 0.0394305294197975
106077 439 278 127.42621224824 51289 1647108 "1" 0.266738436255084 0.117612439795412
106503 201 191 329.907835339639 18608 386224 "1" 0.462885572139303 0.289675241881047
106722 449 287 766.817955532508 77135 2988236 "1" 0.383466234489341 0.199404183580429
106759 493 472 423.82738032522 85419 2942723 "1" 0.352161974966606 0.148254238994223
106975 1548 487 354.218854286861 321529 15844581 "1" 0.134263783032593 0.0256780032676703
107147 14 13 1008.67777777778 180 352 "1" 0.989010989010989 0.967032967032967
107198 984 287 476.601485959865 109828 3034027 "1" 0.113544070333887 0.0191650778448972
107244 500 189 1260.22859288933 19970 200885 "1" 0.0800400801603206 0.00970060603133979
107316 777 489 261.287601056156 183685 12454023 "1" 0.304642823972721 0.159910312231563
107456 762 479 507.430430977904 73136 1836018 "1" 0.126122211070528 0.0249962560441063
107752 1376 485 204.162901094696 167261 4741981 "1" 0.088404334038055 0.0109446831983899
107984 507 481 536.43202545892 77301 2019246 "1" 0.301319082255537 0.0935170131368681
108050 288 283 176.380938752147 55904 1984496 "1" 0.67634533488192 0.503687369541028
108311 3429 491 691.442061234871 485573 20656729 "1" 0.0413091474223054 0.00307673717902322
108706 2014 490 478.589050087893 449410 28681990 "1" 0.11085096821011 0.0210974182609071
108942 734 487 2768.30115510532 161890 12008188 "1" 0.300898476270487 0.182943765295477
109034 2768 491 641.307108502615 381318 17614398 "1" 0.0497865533298098 0.00498874878192201
109107 4 3 1187.75 12 4 "1" 1 1
109276 2507 491 571.398552882582 463404 24927658 "1" 0.0737605892646639 0.00950363169390051
109304 1946 487 472.798080194001 296905 11954171 "1" 0.0784431580699451 0.00974792125331848
109949 3376 491 449.942872999146 801845 45269450 "1" 0.0703743198174478 0.00706537431331437
110294 510 256 336.819497363661 25983 300623 "1" 0.100092453484341 0.0136779743223187
110309 1912 489 577.766861079955 312050 14800182 "1" 0.0854034887208826 0.0127243722000922
110358 1449 490 892.894043884005 199526 10043176 "1" 0.0950960654900122 0.0198480043028249
110412 3 3 335.666666666667 6 1 "1" 1 1
110442 17 16 526.212765957447 47 8 "1" 0.172794117647059 0.0117647058823529
110795 2394 491 591.61021908673 497246 23285400 "1" 0.0867969477950343 0.0101954625349998
110905 3 3 1152 6 1 "1" 1 1
110910 1185 459 1158.06487331466 46059 560474 "1" 0.0328280020526856 0.00202605823345843
111112 1821 481 166.799067279452 236298 8535452 "1" 0.0712982240165107 0.00849500701674308
111312 2189 490 421.434859779908 276066 10176128 "1" 0.0576394520383202 0.00582897173235962
111358 1847 486 746.668182769487 339247 21078461 "1" 0.0994987039390983 0.0201045884047296
111905 1794 490 248.022304237912 281247 10638334 "1" 0.0874349710039227 0.011073480317362
112043 2920 490 330.453333868214 448698 18261185 "1" 0.0526425826071041 0.00440532519172704
112191 2659 490 462.994501410579 487034 18925818 "1" 0.0689105897287659 0.00604701493759874
112311 871 244 703.405427420831 109260 3027714 "1" 0.144186230650461 0.0275872820639168
112322 2009 487 1136.09332886414 232704 8302205 "1" 0.0576846422175906 0.00615252922837945
112351 1328 482 279.851100355398 174171 5765554 "1" 0.0988341080978019 0.0148040237275453
112589 164 150 748.22153089278 6911 58693 "1" 0.258529103695945 0.0813188244356881
112624 1525 490 686.039413359421 241238 11730656 "1" 0.103798459618777 0.0198846905005737
112743 14 14 657.955223880597 67 57 "1" 0.368131868131868 0.156593406593407
113069 3561 491 327.950862538019 510934 25003574 "1" 0.0403035064635928 0.0033250898230392
113087 2025 464 455.249709568253 178183 4239720 "1" 0.0434741131117943 0.00306801167339756
113093 1017 486 643.261938376798 201158 10503772 "1" 0.194680587492935 0.0600918858288884
113307 1058 489 700.016383577819 176152 10568017 "1" 0.157516815612185 0.0536933103608168
113313 939 482 179.027991403048 175411 8481467 "1" 0.199153706592551 0.0616615170635926
113493 6 5 364.583333333333 12 1 "1" 0.4 0.05
113540 3 3 1222 6 1 "1" 1 1
113770 3701 490 390.66276721705 246616 4075520 "1" 0.0180094496009114 0.000482757621191306
113794 1862 484 380.221418700016 220695 6609810 "1" 0.0636892953963168 0.00615320284531534
114019 916 474 302.020879457747 58718 937006 "1" 0.0700575082921708 0.00733889811967199
114032 2066 491 607.210085107523 485151 26266434 "1" 0.113717304730808 0.0178974970737333
114140 550 480 287.018588770865 89624 3167482 "1" 0.296817353866534 0.114854975505927
114567 3 3 993.333333333333 6 1 "1" 1 1
114846 15 12 216.7 40 4 "1" 0.19047619047619 0.00879120879120879
115027 2275 491 1024.48629529851 230140 5801703 "1" 0.0444856814249954 0.00296029809717508
115135 1883 444 503.197867621043 146972 2668223 "1" 0.0414729248722983 0.00240167722215049
115601 2242 487 495.104981811834 211951 6450066 "1" 0.0421849953088198 0.00343866545575702
115650 527 476 199.318423827439 153638 11474021 "1" 0.554245640363345 0.473054554337373
115676 3028 491 243.758781307003 573434 34596720 "1" 0.062562651678705 0.0074842616430992
115946 407 403 111.821481985044 14710 96436 "1" 0.0890209510899166 0.0086459948528914
115954 290 284 472.501967884131 38112 1025568 "1" 0.454742870779143 0.254933778785348
115962 1159 490 328.718294401607 246928 12749356 "1" 0.183983274247796 0.0492622386883444
116032 1952 491 537.388166875097 244686 9502318 "1" 0.0642498382502458 0.00767731069461582
116068 16018 482 283.703227485233 576455 9198874 "1" 0.0022468596525606 1.34320529629459e-05
116099 3 3 512.666666666667 6 1 "1" 1 1
116166 895 487 814.218912906611 119125 3899807 "1" 0.148882056665792 0.032747816777646
116232 2396 491 365.263917031304 492041 24709262 "1" 0.0857450308621537 0.0107918163775644
116342 281 207 507.700768775872 13528 206692 "1" 0.171936959837316 0.0564945252581575
116346 1973 484 833.679102878503 294007 14850615 "1" 0.0755655199143817 0.0116191690247791
116507 2116 313 413.929502704129 189525 4189523 "1" 0.0423487377495341 0.00265695874635513
116544 645 478 283.423027904481 149080 10201925 "1" 0.358900284077231 0.229180056381135
116659 2024 491 546.357964767347 277924 13698102 "1" 0.0678765344780088 0.00992713902366368
116684 828 479 681.372975591052 99103 3204994 "1" 0.144727464965623 0.0339987208394918
116723 3167 491 449.704003117316 364416 10305636 "1" 0.0363444802797963 0.00194846837390131
116833 406 361 596.473794125573 44532 1120674 "1" 0.270826491516147 0.101220417608263
117075 1484 488 556.987726238214 184540 6112616 "1" 0.0838523936146043 0.0112448873387977
117136 467 444 220.487165703534 81851 2940834 "1" 0.376115466267197 0.174367688750633
117162 2738 489 379.149911735468 282673 9082004 "1" 0.0377203824013805 0.00265771620815587
117181 15 14 347.654545454545 55 23 "1" 0.261904761904762 0.0505494505494506
117241 1062 491 728.111799332779 175654 11592309 "1" 0.155889959193526 0.0582338406153332
117352 4940 491 397.572412946319 610830 23647522 "1" 0.0250353912878822 0.00117765973879614
117375 1759 461 594.703186703618 127373 2320990 "1" 0.0411900830508595 0.00256311473889767
117552 2838 489 282.883052807816 370911 13727080 "1" 0.0460678544840491 0.00360704417972672
117584 523 489 338.107276829885 140487 7357130 "1" 0.514593085866245 0.310348581906681
117820 530 486 923.560986424722 117272 5076567 "1" 0.418275849769947 0.205757610884318
118043 1259 487 1088.70574047878 239649 13289324 "1" 0.151310563939635 0.0400509195138726
118160 1458 448 388.070015048909 106320 2781086 "1" 0.0500492866846867 0.00539494744672812
118171 1604 485 666.494467350481 108899 2144763 "1" 0.0423531781898964 0.00312413765365092
118249 1730 490 468.102431422841 268238 13087765 "1" 0.0896766148363349 0.0151925930228714
118290 509 481 358.665029519286 98749 3704720 "1" 0.381901365963832 0.169557570953879
118504 3 3 748.5 6 1 "1" 1 1
118515 1082 486 430.002951640532 189725 7428199 "1" 0.16220775245759 0.0352823959999916
118642 682 301 1282.39567268099 26714 354993 "1" 0.0575184845470479 0.00674420310064677
118686 996 483 349.967548594001 102276 2895063 "1" 0.103202760791911 0.0176335789149135
118701 7 7 154.545454545455 11 1 "1" 0.261904761904762 0.0285714285714286
118732 246 222 1392.78566973335 12826 185681 "1" 0.212809026049444 0.0757578601212576
118855 1983 491 366.308224936303 387772 24613869 "1" 0.0986620380194316 0.0189679455972875
118992 2494 491 431.912156421987 379026 18105636 "1" 0.060960746224151 0.00701129547288085
119118 2786 489 498.027583848857 377286 13376476 "1" 0.0486255334121235 0.0037155013421771
119447 573 487 803.70894162183 114118 4735905 "1" 0.348179743467702 0.151833454595212
119450 1038 469 570.928829017717 190780 9198334 "1" 0.177237956681773 0.0494908098182327
119748 1532 491 1075.88864807651 317444 17893817 "1" 0.135342179807051 0.0299177449219818
119831 803 481 1528.57912670229 90393 2389988 "1" 0.140360493535775 0.0277987034828961
120130 1673 491 873.50981830616 321695 16608492 "1" 0.115003775128197 0.0213192924962847
120208 3700 491 544.035394609968 513355 22089429 "1" 0.0375086765597714 0.00261868208981069
120463 1047 478 334.280419417022 239666 9663095 "1" 0.218840682930927 0.0506608932445283
120656 2491 491 383.089683079652 280733 12784474 "1" 0.0452606088746798 0.00496862412128954
120672 3 3 774.666666666667 6 1 "1" 1 1
120731 1685 489 526.353858274246 192936 6261047 "1" 0.0679941075720518 0.00786632899374301
121112 6 6 149.35 20 6 "1" 0.666666666666667 0.3
121355 769 452 926.138687229127 146286 5955063 "1" 0.247693839401821 0.0788777814488414
121423 545 280 1176.42593561749 89807 2963427 "1" 0.302910820291419 0.1104460662566
121701 1640 491 646.163162752538 458297 28113349 "1" 0.170499933034718 0.0383113217333221
121817 3 3 345.666666666667 6 1 "1" 1 1
121913 1055 480 272.285546808146 116860 3418857 "1" 0.105092763293974 0.0175190577683451
122124 757 486 497.290632046556 148122 6673913 "1" 0.258822419324401 0.0926759752107281
122189 3 3 423.666666666667 3 0 "1" 0.5 0
122256 2030 479 1074.30579903312 88532 1522128 "1" 0.0214942447807287 0.00109334290184116
122458 766 446 941.585758107898 89974 2964308 "1" 0.153541869315176 0.0397274795801333
122578 2212 491 512.891836212615 441719 22928866 "1" 0.0903175639147678 0.0127282204242896
122734 11 11 1068.3 110 165 "1" 1 1
122858 3438 491 590.425421906458 379468 11480732 "1" 0.0321136562166195 0.00169661096653725
122865 271 219 535.573060091792 9369 91547 "1" 0.128044280442804 0.0279067995140918
122904 1155 489 592.231372189375 185368 8364070 "1" 0.139074328329094 0.03265515946323
123059 497 482 428.138019786053 49732 867109 "1" 0.20174271435062 0.0426365131158407
123267 2486 444 501.146491350252 179485 4494540 "1" 0.0290536460921604 0.00175734646197284
123344 4746 491 444.676379271876 264433 4131189 "1" 0.0117422602451091 0.000232015865578276
123376 1781 491 474.476383355864 389831 20557375 "1" 0.122968096448782 0.0218705164570214
123919 464 455 189.237473703785 86039 3202733 "1" 0.400494339763164 0.193611450179373
124029 2829 487 637.30428240015 303031 8932047 "1" 0.0378769243383966 0.00236954024317341
124158 595 486 539.405184841303 81854 2472294 "1" 0.231598902187137 0.0707771810241803
124237 714 282 1578.08857342582 92985 2857374 "1" 0.182652303558169 0.0472988524088899
124308 1848 483 652.920781854014 105544 1753813 "1" 0.0309217943219026 0.00167006731420284
124702 1371 485 1159.92580998372 213708 10781655 "1" 0.113779169129039 0.0251579477677271
124824 512 482 339.170667696996 137173 6642603 "1" 0.524297486545988 0.298695383547255
124844 755 487 160.128991249878 195083 10733740 "1" 0.342689760570555 0.150241201477226
125021 862 487 766.49871900739 141687 4616785 "1" 0.190906004187652 0.0433992307910684
125245 693 470 228.625776008146 131603 4612011 "1" 0.274426761420981 0.0835072550647699
125253 3 3 1383.6 5 1 "1" 0.833333333333333 1
125377 711 434 262.581392296136 68563 1878362 "1" 0.135819417206474 0.0314888180499085
125429 1568 488 625.206354224001 268892 13541396 "1" 0.109436659156324 0.0211158163652026
125460 3 3 841 6 1 "1" 1 1
125479 1064 483 522.164508276534 123240 4888190 "1" 0.108962434307783 0.0244174282030634
125710 27 26 490.8 495 1422 "1" 0.705128205128205 0.486153846153846
125911 4 4 451.3 10 2 "1" 0.833333333333333 0.5
125948 404 399 219.467744680851 17625 157956 "1" 0.1082536913741 0.0144802117706678
126014 25 23 200.125 112 56 "1" 0.186666666666667 0.0243478260869565
126429 3125 490 426.237096586674 292442 6399536 "1" 0.0299556466069142 0.00125940874835951
126459 1182 489 1245.48122721082 236406 10598556 "1" 0.169352308333727 0.0386054454353149
126479 2613 491 445.831647263395 464097 20896810 "1" 0.0679980061994187 0.00703577253279097
126593 2086 490 787.964938883657 433272 22397863 "1" 0.0996185601854087 0.0148265380422975
126698 190 181 188.243026413231 16204 283988 "1" 0.451239209133946 0.252393394834604
126755 5001 491 379.639441057446 853755 45684981 "1" 0.0341433713257349 0.00219287917571517
126824 511 483 1012.1988318677 76190 2725953 "1" 0.292352557461341 0.123299340997534
127040 2329 487 512.978962188093 249313 9622081 "1" 0.045982487358703 0.0045758461186131
127730 1007 489 551.742424242424 179058 7556732 "1" 0.176752790111368 0.0445340054118662
127824 543 488 1482.44906677352 154732 11552620 "1" 0.525752108349813 0.435346800951185
127853 3219 490 431.060991661886 390496 11665378 "1" 0.0376972416148602 0.00210035153777856
127915 2027 487 221.184911648761 396995 18392477 "1" 0.0966700286507275 0.0132700712513711
128071 590 442 111.407929280322 116177 4360098 "1" 0.334312681649449 0.128027383149743
128087 1564 478 421.436702238962 124254 2645967 "1" 0.0508293612028805 0.00415775522063905
128219 502 487 377.919741898064 124137 5514442 "1" 0.493582556003531 0.263112436481618
128355 316 297 697.277392453982 49165 1528571 "1" 0.493922041390396 0.293433424325144
128369 1810 488 689.103561234896 175529 5658596 "1" 0.0536082631654496 0.00573514458055718
128611 884 471 157.628364901546 133362 6100990 "1" 0.170851631880211 0.0531704100753465
128651 945 481 262.051665449504 80789 1707516 "1" 0.0905625056048785 0.0121786888992166
128871 3 3 353.333333333333 6 1 "1" 1 1
129500 1667 483 489.007012439458 229592 11848878 "1" 0.082669660545682 0.0153745935540837
129602 2892 490 315.216026454815 424573 15667795 "1" 0.0507815546219895 0.00389058499832875
129678 3342 491 430.78444031307 520139 26239409 "1" 0.0465839699749821 0.00422158862929907
129965 1158 463 1389.38972866693 63575 782593 "1" 0.0474508996078537 0.00303170860862173
130041 1259 489 470.102625993591 240290 14055115 "1" 0.15171528113639 0.0423588347776925
130145 1840 487 559.262419551406 338881 14160097 "1" 0.100149242263045 0.0136606831869245
130150 3328 491 616.703081831885 420594 13190556 "1" 0.0379862965596171 0.00214909685715872
130190 2478 491 465.410084501251 564252 29486729 "1" 0.0919275738733393 0.0116412576082281
130192 1360 490 1675.44447928893 111607 3705606 "1" 0.0603855559883998 0.00885834022282361
130225 1808 486 500.763176624549 130667 2098283 "1" 0.0399953352498396 0.00213373748938177
130229 3958 491 430.724573225695 503662 19779742 "1" 0.0321586156794434 0.00191546292270841
130386 2362 488 476.650091753779 292631 11399221 "1" 0.052474033843063 0.00519683036238807
130524 3384 482 290.873599801118 345933 12429609 "1" 0.0302175772479418 0.00192620613676334
130696 1466 490 247.888906135065 296362 15305404 "1" 0.137991050849983 0.0292067596225575
130762 1585 489 1317.64288414371 227506 6574580 "1" 0.0906167351750948 0.0099255345623002
131087 138 132 1244.58965118651 14707 282220 "1" 0.777901195387708 0.658567774936061
131650 11 11 1976.58139534884 86 87 "1" 0.781818181818182 0.527272727272727
131680 882 483 667.320043227057 165637 8261420 "1" 0.21316350982315 0.0724901146094595
131830 2786 490 430.867714515736 213644 4786481 "1" 0.0275349561348677 0.0013295113436308
131874 3 1 1412.33333333333 6 1 "1" 1 1
131900 1573 474 364.668056710578 248913 11227015 "1" 0.100662176130601 0.017340359775086
131902 3 3 212.5 6 1 "1" 1 1
131995 3 3 965.75 4 0 "1" 0.666666666666667 0
132168 2203 477 434.438413361169 159986 3534620 "1" 0.0329799633313173 0.00198628757782334
132378 823 486 528.714193855533 161739 10386465 "1" 0.239079919468563 0.112202931165482
132418 9 7 235.4 20 5 "1" 0.277777777777778 0.0595238095238095
132665 2496 487 205.200808709391 288608 9618748 "1" 0.0463439699912646 0.00371585036707182
132674 2934 491 292.072227617712 417015 16283641 "1" 0.0484595642142826 0.00387227891133022
132709 1761 480 798.400707398251 186882 5941070 "1" 0.0602969645346136 0.00653849892360913
132753 23 20 629.855769230769 208 342 "1" 0.411067193675889 0.193111236589497
132822 1805 486 256.203771373695 245746 11418763 "1" 0.0754697164196522 0.0116697309501434
133016 5368 491 749.207416480067 689087 27279671 "1" 0.0239182804781775 0.00105875532569705
133033 501 480 742.226600459181 74916 2568268 "1" 0.299065868263473 0.123277357109428
133182 1717 488 502.176683415812 157819 5218024 "1" 0.0535638405469506 0.00619591740317258
133332 421 403 267.212723474842 32554 431305 "1" 0.18410813256419 0.0349293363341062
133392 2925 487 550.691803380738 353414 14400334 "1" 0.0413219217323184 0.00345614346272366
133410 2457 487 518.64150678838 413648 22298343 "1" 0.0685484138252868 0.00903106205818878
133432 1328 478 392.654428773087 168602 5740653 "1" 0.0956739542949492 0.014740086247324
133597 4345 491 563.391988707244 658121 34376212 "1" 0.0348679288867414 0.00251616920426187
133730 11 11 811.529411764706 51 32 "1" 0.463636363636364 0.193939393939394
133784 3 3 1843.66666666667 6 1 "1" 1 1
133949 1364 489 568.342798238646 217787 14297563 "1" 0.117144452357337 0.0338786374667517
133991 1714 490 453.999131830364 251103 12755867 "1" 0.0855231563696109 0.0152261215303729
134183 2334 490 455.081934069144 520333 28621324 "1" 0.0955577201443761 0.013523740658209
134257 3 2 547.666666666667 6 1 "1" 1 1
134258 1668 471 444.842458981287 219473 10148583 "1" 0.0789313360349513 0.0131446799156151
134300 1266 486 553.373386968871 69357 990197 "1" 0.0433077946162636 0.00293495570699154
134470 1517 489 1218.59400752874 176922 4833788 "1" 0.0769302348232781 0.00832417946278377
134757 727 487 757.239192174187 171126 12468808 "1" 0.324223856673525 0.19550917801072
134901 2842 491 500.200050316966 321959 10705680 "1" 0.0398754192715939 0.00280124994430564
134945 241 182 444.95451563525 9146 80866 "1" 0.158125864453665 0.0350986996302019
135049 421 288 646.893490403168 49235 1151018 "1" 0.278447008256984 0.093215462024809
135237 5352 491 350.20617247857 619103 24861924 "1" 0.0216178178282198 0.000973601304590576
135325 3 3 1070.83333333333 6 1 "1" 1 1
135480 631 471 2091.00363741438 58833 1444672 "1" 0.147996377631877 0.0346656982062967
135577 1133 465 576.698177432706 140132 4194237 "1" 0.109259946544244 0.0173486336381852
135593 941 484 228.758035086235 189077 12278081 "1" 0.213757433242137 0.088694905480013
135612 1874 490 745.368576959732 368303 19687606 "1" 0.104929569840701 0.0179775684692064
135787 2136 491 579.58110957783 334794 20785174 "1" 0.0734139410046575 0.012814786412191
135840 477 469 390.022800532944 46534 973970 "1" 0.204948646125117 0.0541848516963886
136174 577 470 311.237856852929 110865 3905760 "1" 0.333577050837666 0.12262828724286
136223 1742 488 319.518239477225 234135 6528022 "1" 0.0772003764151012 0.0074222689922637
136530 2748 485 673.689211922416 379252 16770109 "1" 0.0502403309896359 0.00485412789788872
136540 3 3 143.333333333333 6 1 "1" 1 1
136588 3786 490 520.805063564238 491314 19872832 "1" 0.0342856704217234 0.0021989400552388
136617 464 405 166.274137931034 12180 69131 "1" 0.056695464362851 0.00417910364752548
136680 3194 488 332.124481430755 403032 13047411 "1" 0.0395189775065642 0.00240479954159827
136778 514 462 104.55891694109 136650 8816066 "1" 0.518237877443284 0.39181011004733
136782 3 3 494 3 0 "1" 0.5 0
136925 1195 438 587.516533732137 132396 3296798 "1" 0.0927903113895839 0.0116206631575424
136986 3000 445 383.655889475707 447612 19014182 "1" 0.0497512504168056 0.00422960244030643
136989 579 393 257.596744855511 63223 1436199 "1" 0.188915980900132 0.0446255575363257
137011 4787 490 369.656596453813 373246 7739479 "1" 0.0162914237621724 0.000423589233222838
137030 268 263 841.905052679879 56663 2071880 "1" 0.791869305159595 0.653112741605817
137116 3629 490 783.994524124738 870911 58715481 "1" 0.0661484282408371 0.0073773785932178
137198 923 477 120.698858530532 186952 7444296 "1" 0.219683527495693 0.0569878970833071
137253 3 3 448.5 6 1 "1" 1 1
137500 1842 491 510.075276435789 318971 18734216 "1" 0.0940606088486348 0.0180146378639898
137705 4328 481 289.483691987003 228354 2917228 "1" 0.0121936710856091 0.000216053328457635
137799 1454 482 177.254945696602 171260 10086902 "1" 0.0810636060098587 0.0197293335247856
137802 3204 491 388.869001422012 466944 16788634 "1" 0.0455004145224339 0.00306546130268534
138210 819 489 483.056853831871 203047 11776190 "1" 0.303081460783172 0.129091245944903
138240 4223 488 434.918861836086 510401 21309006 "1" 0.0286267606068278 0.00169886856129514
138658 288 256 536.551250589901 21190 298197 "1" 0.256363724351529 0.0756857471796496
138719 1005 485 186.675964549349 176922 6717898 "1" 0.175340429327466 0.0398275827213015
138947 644 439 259.845920281011 33593 513084 "1" 0.0811244844140915 0.0115799811879811
139030 3059 490 263.658724065123 573070 22556171 "1" 0.0612619357989195 0.00473264830273574
139135 504 483 482.612809978186 149446 10071591 "1" 0.58950266654044 0.474839777498922
139138 4714 488 357.670839962928 373326 15912004 "1" 0.0168035568307305 0.000911976883158922
139158 573 481 586.335550430878 82390 2671958 "1" 0.251376023627333 0.085663165471713
139210 27 26 371.974789915966 119 68 "1" 0.16951566951567 0.0232478632478632
139296 2943 491 441.365406073798 472291 17235617 "1" 0.0545477371670625 0.00406116028309773
139525 4253 491 575.258513929827 750799 32756061 "1" 0.0415178683012533 0.00255660231630333
139563 1491 490 335.634083478979 304963 15427775 "1" 0.137272403998938 0.0279831072652057
139599 2500 490 340.867987600756 419703 19621797 "1" 0.0671793517406963 0.00754382021823942
139711 4 3 468.5 10 2 "1" 0.833333333333333 0.5
139890 4 3 328.4 10 2 "1" 0.833333333333333 0.5
140347 1951 489 295.681251149268 375239 17769653 "1" 0.0986316024655338 0.0143789269595115
140372 2136 491 1134.02412300478 377026 20875890 "1" 0.0826746134077134 0.0128707159975853
140399 147 119 145.366828432772 10509 120105 "1" 0.489656136427174 0.231565654131279
140411 15 15 298.606557377049 61 28 "1" 0.29047619047619 0.0615384615384615
140417 1754 488 277.535498747103 170006 4900105 "1" 0.0552907834817784 0.00545771721741368
140470 969 484 765.366387419537 118533 3902894 "1" 0.126368881610931 0.0258173937411752
140931 647 323 758.169420386409 75050 2382132 "1" 0.179561778343486 0.0530176605573245
140986 400 338 697.293052018916 13745 121308 "1" 0.0861215538847118 0.0114584199191446
141313 3041 473 502.187788433495 291445 8950098 "1" 0.0315258355111719 0.00191142973258883
141517 2173 480 264.11044282921 168259 4663108 "1" 0.0356499361407666 0.00273053252314897
141522 4169 491 423.429749241061 687473 31667294 "1" 0.0395636217230827 0.00262409224996499
141589 742 455 1483.81708834209 138258 7715575 "1" 0.251459563276842 0.113779943720361
142032 4188 487 489.076628383687 245627 4404300 "1" 0.0140076883262402 0.000360013913952914
142049 505 476 1254.0574942543 80495 2909194 "1" 0.316261983341191 0.136343373047898
142199 8 8 259.232142857143 56 56 "1" 1 1
142241 1091 398 474.983940409374 96391 2065183 "1" 0.0810560129163548 0.00956820922878797
142324 1128 182 652.594678811122 62580 1128432 "1" 0.0492269063036871 0.00472993570722538
142541 1185 476 644.247608698179 172082 6217877 "1" 0.122649389896225 0.0224770121191738
142587 3466 414 370.670289170686 238233 4564028 "1" 0.01983673183904 0.00065824848744108
142636 819 481 709.938163153809 69554 1579204 "1" 0.103820927781808 0.0173113215701491
142813 2744 490 606.45381688309 393672 21228633 "1" 0.0523027605917634 0.00617157362455116
142852 451 442 206.37605843844 39563 667549 "1" 0.194939640305494 0.0439540606784889
142939 526 489 687.884948389277 153844 9819066 "1" 0.557103023718993 0.407141240033006
143028 3226 491 446.00957640899 383129 13870192 "1" 0.0368256943343089 0.00248110193889261
143054 1284 476 570.597360267192 74553 1174048 "1" 0.0452557163773574 0.00333547275938721
143469 3153 490 822.496539071362 638268 34578805 "1" 0.0642233405941646 0.00662525575731362
143479 19073 464 184.696038595118 1287624 27993544 "1" 0.0035397599896125 2.42114289047834e-05
143688 473 449 276.767188618831 74017 2427337 "1" 0.331534202888164 0.138502393870086
144096 2396 474 523.074096593384 353606 13046167 "1" 0.0616207945741162 0.00569793782975148
144123 3843 487 569.097399681322 300617 10062588 "1" 0.0203603758830289 0.00106460595137203
144174 2162 491 252.420746588225 307318 10896824 "1" 0.0657775270211439 0.0064786867087426
144257 1779 291 408.646878689492 135520 2285904 "1" 0.0428445601129538 0.00244013641131802
144480 2214 490 736.145375678265 437329 22541122 "1" 0.0892584306171424 0.0124790816657355
144520 2395 487 576.035662047086 299450 11987747 "1" 0.0522269487218394 0.0052422346486825
144556 27 27 926.049868766404 381 822 "1" 0.542735042735043 0.281025641025641
144679 341 317 428.275780930296 58648 2309523 "1" 0.505847852337416 0.352566096897846
144806 154 153 255.02860497385 18738 368846 "1" 0.795263559969442 0.617931861739911
145033 4805 490 376.032871034826 546256 18263029 "1" 0.0236646360429784 0.00098835982027284
145037 3 3 255.75 4 0 "1" 0.666666666666667 0
145128 306 298 743.994650447017 27292 473276 "1" 0.292424729454623 0.100085435382091
145294 2280 464 423.471383956871 171949 5521702 "1" 0.0330918069636575 0.00279892539795193
145449 528 290 220.328015899537 56857 1408065 "1" 0.204333419584843 0.0577223058865507
145711 331 325 1183.76475809315 61966 2380175 "1" 0.567298361256065 0.397394917225219
145924 1877 491 716.393529023089 320848 16164661 "1" 0.0911175911295187 0.0146899214256747
146037 1269 489 743.32240028703 267568 14679232 "1" 0.166285085004462 0.0432013277133588
146053 44 42 990.117307692308 520 1680 "1" 0.274841437632135 0.126849894291755
146065 3 3 415.75 4 0 "1" 0.666666666666667 0
146254 7 4 488.727272727273 11 0 "1" 0.261904761904762 0
146315 945 491 866.039621091634 114434 3824828 "1" 0.12827773293875 0.027280207216221
146361 3111 491 524.444632754611 451973 17221183 "1" 0.0467145415965131 0.00343505037188733
146387 3936 489 441.674922523695 442716 14011007 "1" 0.0285841571884588 0.00137970557257317
146418 514 470 2840.95288796528 81805 2605995 "1" 0.310241123777884 0.11581755260598
146452 5905 491 552.888938806237 905942 32599889 "1" 0.0259856834385448 0.000950447948751355
146618 2192 484 338.046115330109 287193 9233741 "1" 0.0597985871198366 0.00526746789036295
146647 4874 491 638.298069129347 837705 44806342 "1" 0.0352703014382298 0.00232327984048551
