"group" "nodes" "species" "mean_edge" "links" "triplet" "DEG" "density" "tdensity"
146702 164 149 273.870169631775 12085 186086 "1" 0.452079904234625 0.257821116043471
146715 2841 490 414.117941473366 379417 19108368 "1" 0.047024827599883 0.0050051820762842
146853 1559 487 598.36815169827 359925 24611848 "1" 0.148183021109776 0.0390475053929385
146972 1024 491 474.509728188451 214634 13527452 "1" 0.204891022116325 0.075812490853711
147362 1118 491 647.217765752038 307119 21518303 "1" 0.245930112443406 0.0926403309042948
147395 314 303 316.699612595609 10067 97696 "1" 0.102429742984473 0.019116107026406
147442 2612 487 511.44653983021 329348 15268093 "1" 0.0482919771047571 0.00514654169100456
147534 531 482 681.764865316649 83752 3104729 "1" 0.297594428454678 0.125126381623637
147611 1829 491 323.424759342406 286195 14839409 "1" 0.0855996808051177 0.0145760352888632
147782 2588 484 419.065767231206 219471 5932963 "1" 0.0327805655312587 0.00205604998689089
147980 1821 489 688.067786865896 360055 22281934 "1" 0.108639438540592 0.0221763517241508
148004 2070 491 391.816705090978 274132 12250846 "1" 0.0640072101857884 0.00829919483588083
148037 3 3 1763 4 0 "1" 0.666666666666667 0
148347 196 189 278.261291714615 13904 251825 "1" 0.363788592360021 0.203778180582304
148380 799 488 400.181796825917 183045 11240084 "1" 0.287083478408161 0.132712800935982
148589 4 4 266.888888888889 9 2 "1" 0.75 0.5
148634 649 480 389.989348743662 35301 508010 "1" 0.0839396792786623 0.0112021021433433
148649 2324 491 909.931360038809 379298 18452520 "1" 0.0702579088261292 0.00883200662546097
148736 375 241 868.452850407201 13998 154019 "1" 0.099807486631016 0.0176650083869765
148759 3261 491 334.175064802646 604142 29989519 "1" 0.0568290806200063 0.00519359393804107
148795 2658 491 291.404709611484 453031 24772719 "1" 0.0641477443769783 0.00792410688810169
148873 1414 488 248.6090704712 349618 20420290 "1" 0.174985560430474 0.0434297058423167
148901 3127 491 383.36410307128 333672 11734719 "1" 0.0341352359825604 0.00230492643172861
149154 12165 480 261.739034696775 605820 15748168 "1" 0.00409406828420951 5.24991241483168e-05
149283 1802 486 573.609817348265 205473 5648092 "1" 0.0633120334553316 0.00580112212087542
149377 1173 462 448.53635883318 107883 1978694 "1" 0.0784742892556934 0.00737475111770102
149542 3314 437 654.21936527081 452697 22662979 "1" 0.0412319311955008 0.00373941769387211
149558 3004 491 458.868112753552 475444 23584326 "1" 0.052704064688086 0.00522527042219639
149683 575 471 222.701709759101 86094 3069670 "1" 0.260851386153613 0.0973887028064128
149706 2384 490 715.826306553317 388063 19644540 "1" 0.0683080587607409 0.00871005833297904
149825 694 490 433.816264015721 155718 9341377 "1" 0.323777087465848 0.168408245206066
149923 3373 491 517.914706113904 622401 29934434 "1" 0.0547225560316223 0.00468446115119626
149954 727 482 662.498593731758 94221 2660470 "1" 0.178515807064013 0.0417158001648737
150058 4 4 66.5 4 0 "1" 0.333333333333333 0
150300 1168 416 825.232662776859 34449 375097 "1" 0.0252733563404585 0.00141606305379419
150559 1458 485 262.617772309296 260889 10113131 "1" 0.122811402876987 0.0196181672436153
150678 1119 491 274.699578515076 323855 21372763 "1" 0.258868207462259 0.0917670682360187
150764 1332 486 1177.2336148421 89044 1600760 "1" 0.0502252816302403 0.00407327332077223
150792 1199 483 430.14813641246 186200 9383298 "1" 0.129629449137498 0.0327443676547164
150925 1997 463 413.328535537926 242403 9643627 "1" 0.0608134145105434 0.00727629256351567
151301 426 415 109.531456576248 70192 2272923 "1" 0.387694007180337 0.177652608213097
151439 2516 487 477.802388653728 300504 8643509 "1" 0.0474899411164176 0.00326007385912451
151441 624 432 231.989567474048 57800 1081732 "1" 0.148680907107873 0.0268415695002638
151487 614 447 385.818752451942 76470 2418063 "1" 0.203171246233879 0.0629852118326594
151591 388 368 431.623636824753 7886 46288 "1" 0.0525187138709076 0.00479170056923183
151633 613 465 973.259383076389 155546 11237344 "1" 0.414616852722601 0.29414523623639
151765 857 330 749.951592573326 99964 3190680 "1" 0.136266480550497 0.0305220570045819
151766 3 3 787.166666666667 6 1 "1" 1 1
151768 1314 484 427.014278250633 151209 4254690 "1" 0.0876430635687383 0.0112778222809302
151799 872 382 336.339570925128 48523 763006 "1" 0.0638870748585934 0.00692827808491187
151919 1898 490 483.076153870015 354611 18450829 "1" 0.0984892123495975 0.0162168037956578
152184 721 484 435.16037560085 80511 2087005 "1" 0.155091308368007 0.0335488848036615
152246 2388 491 1186.43283263547 295188 11210221 "1" 0.0517859511213377 0.0049454776557763
152296 625 413 602.416900555275 99050 3551622 "1" 0.253974358974359 0.0877051981726139
152350 1610 487 251.40029941746 294572 14797896 "1" 0.113712849692529 0.021314897896053
152356 879 483 451.619604578564 168175 6968542 "1" 0.217910443893325 0.0617746349904334
152462 384 290 470.736782046405 13145 116411 "1" 0.0893779917319408 0.0124323122428335
152784 1650 473 413.473079985139 188410 4821772 "1" 0.0692467427458331 0.00645202607480422
152918 866 489 726.82651780291 172865 12924069 "1" 0.230766663551776 0.119812678271859
152923 2319 491 652.785250773243 263824 12612122 "1" 0.04907949895097 0.00607574026151201
152976 3294 484 498.661456387573 334595 8749645 "1" 0.0308463740955913 0.00147016652896041
152979 979 489 493.79791399817 218600 13009288 "1" 0.228311933006219 0.0834427614731113
153119 539 488 1326.77109231238 151074 8209457 "1" 0.520977164099841 0.316315414530257
153275 2085 476 745.686645710869 168927 4299255 "1" 0.0388772283516757 0.00285004299371947
153421 1976 488 616.552783813629 280730 12729316 "1" 0.0719340952185722 0.00991414187751381
153964 1291 468 428.109359180513 67164 1167930 "1" 0.0403292922378542 0.00326436862118151
153996 590 445 699.453514398343 59868 1346306 "1" 0.172277056775345 0.0395321467771593
154020 537 370 406.231989858367 22876 261168 "1" 0.079476917090525 0.0101760294751378
154103 1405 488 442.307339487349 242660 12028480 "1" 0.123014062515842 0.0260771963909369
154105 184 111 800.312343828086 2001 4640 "1" 0.0594262295081967 0.00454285557635522
154158 221 216 380.359976730657 8595 79749 "1" 0.176779103249691 0.044938381521782
154172 2319 490 932.880773165316 344092 13776154 "1" 0.064011852420694 0.00663649887834812
154836 3218 491 355.259501751587 348541 8543545 "1" 0.0336679576511745 0.0015397003939862
155086 527 261 670.55922170047 40036 527693 "1" 0.144428972373937 0.0217558933299801
155214 3738 484 591.141788384968 294601 7254160 "1" 0.0210897689482627 0.000834005890864583
155239 5 3 1823.8 10 1 "1" 0.5 0.1
155273 626 434 680.554795555891 26462 333980 "1" 0.0676345047923323 0.00820791349225854
155413 1916 482 342.329338403892 178810 8292783 "1" 0.0487334906817401 0.00708508940868379
155474 403 345 256.473731884058 15456 130554 "1" 0.0954038739305952 0.0120577412806638
155547 3242 491 600.806712498454 460961 22315900 "1" 0.0438704552882266 0.00393304219103029
155564 1961 488 354.588949143575 272178 9465397 "1" 0.0708140369865437 0.00754261574465237
155687 1927 308 736.561669915712 285212 11489213 "1" 0.0768475093778578 0.00964878879355403
155858 132 131 647.656676783005 2636 11534 "1" 0.152440434883183 0.0307852452890621
155884 3739 487 404.568563885956 284100 6165997 "1" 0.0203271490432932 0.000708331734565069
155913 673 486 1485.6466380825 152532 7715713 "1" 0.337269157291446 0.152552896461685
155961 9 9 313.454545454545 44 26 "1" 0.611111111111111 0.30952380952381
156006 828 487 1367.52678324242 133647 4573292 "1" 0.195174631547588 0.0485136877090819
156110 14 12 691.686274509804 102 100 "1" 0.56043956043956 0.274725274725275
156139 3 3 257.75 4 0 "1" 0.666666666666667 0
156142 5218 491 431.895008685485 475506 13791964 "1" 0.0174675135897745 0.000582793730399022
156161 2514 491 477.080489166545 508702 25829692 "1" 0.0805203554088351 0.00976546844298615
156196 2471 490 833.60862648382 368980 14919093 "1" 0.060455125610933 0.00594022483258462
156363 1753 486 467.038681911696 312058 11126080 "1" 0.10160598790853 0.0124134147119681
156483 514 486 508.006002657073 103121 3883433 "1" 0.391080923233289 0.172590394751064
156676 3397 491 551.847116389652 369294 10919788 "1" 0.0320117210051272 0.00167287099123478
156719 224 214 599.327995694005 14863 263837 "1" 0.297545643818065 0.142751636165313
156822 1853 490 370.442874035475 249475 8219137 "1" 0.0726960191808508 0.00776344801882385
156913 652 476 500.532926350556 73877 2082691 "1" 0.174052660842687 0.0452933193859376
156971 5162 478 190.018426473106 385478 8015277 "1" 0.0144693072150748 0.000349839001842482
157286 3883 490 288.078068906558 322843 6412595 "1" 0.0214174840780092 0.000657685849882553
157747 1126 482 726.906951977611 80754 1460015 "1" 0.063748963883955 0.00615249605464709
157779 11 10 1850.91666666667 24 2 "1" 0.218181818181818 0.0121212121212121
157930 3 3 525.8 5 1 "1" 0.833333333333333 1
158178 3 3 378 6 1 "1" 1 1
158182 718 484 138.7754111778 153948 7543174 "1" 0.299040803720236 0.122785972399822
158226 2180 483 710.471263701518 379520 16788563 "1" 0.0798952469569831 0.00973628270869241
158274 3 3 514 4 0 "1" 0.666666666666667 0
158303 2514 491 475.114946317441 354957 17272706 "1" 0.0561846892578639 0.00653031655847765
158320 684 488 564.394643303801 151922 9432514 "1" 0.325195003125187 0.177630496123264
158427 4523 490 476.501739073631 627633 26583302 "1" 0.0306865895409213 0.001724918272115
158459 1587 489 756.672183134758 233664 8961228 "1" 0.0928349904766899 0.0134775018863849
158580 1021 489 884.427296557005 203718 9592936 "1" 0.1956156017745 0.0542378792118386
158590 3 3 666.333333333333 6 1 "1" 1 1
158787 3907 491 491.441097402609 559831 20786007 "1" 0.0366843892649519 0.00209278990238898
159015 3 3 596.4 5 1 "1" 0.833333333333333 1
159141 737 434 345.811471996669 57636 911648 "1" 0.106254793227538 0.0137197372017062
159202 2198 490 526.396582573625 376131 21563077 "1" 0.0778899425678908 0.0122003391441141
159250 1253 484 398.713466612543 197080 9331647 "1" 0.125628204768619 0.0285296762016684
159293 2350 490 394.738816174554 406614 18667845 "1" 0.0736599548925301 0.00864164586668933
159294 545 489 659.506689606183 153447 9637844 "1" 0.517562736103616 0.359199655329718
159508 839 487 351.305601541845 202355 11720895 "1" 0.287811379042558 0.119503489903272
159532 250 247 274.468966884791 10086 91043 "1" 0.162024096385542 0.0353839875631558
159574 7 7 449.277777777778 36 21 "1" 0.857142857142857 0.6
159634 518 462 535.978743565447 39047 545486 "1" 0.145803305377773 0.0236845345702347
159704 3796 491 564.415821482436 655084 33277933 "1" 0.0454735655450367 0.003653190190929
159738 3911 490 333.833692708345 441971 13670108 "1" 0.0289020867760353 0.00137212270970295
159777 699 439 587.645292568654 29241 397768 "1" 0.0599321175154027 0.0070180380027513
159836 1875 487 532.188678617292 360539 22886234 "1" 0.102608039843472 0.0208649307892132
159847 8 8 1246.33333333333 30 10 "1" 0.535714285714286 0.178571428571429
159961 786 463 248.928605810886 51937 664816 "1" 0.0841752969968072 0.00824602121686911
160034 674 487 1179.85698823159 101628 3477587 "1" 0.224046631187693 0.068451823247189
160232 1564 490 409.162063041161 263669 8910609 "1" 0.107860727533941 0.0140017358828826
160241 812 467 530.318098891819 95923 3109864 "1" 0.145661866090031 0.0349808811563138
160268 2062 490 515.088325985004 356090 14028664 "1" 0.083790180296307 0.00961465468293832
160501 737 466 569.033703552666 125061 4505210 "1" 0.230556088136393 0.0678006173857662
160782 3 3 1550.5 6 1 "1" 1 1
161054 259 255 591.169728877142 46916 1393240 "1" 0.702104097452935 0.486770882210209
161063 4175 486 471.808524875191 554448 20855563 "1" 0.0318164629055258 0.00172074239700895
161337 3006 483 219.775189709045 221787 9063947 "1" 0.0245528908904321 0.00200417309132386
161650 613 488 639.933141927645 102052 3651253 "1" 0.272025504056979 0.0955740677017477
161746 696 357 348.296761843994 31345 325083 "1" 0.0647998842305466 0.00581021220984059
161803 751 487 1195.10002692968 178242 11269771 "1" 0.316452729693742 0.160281472500396
161843 2537 490 1121.37098991335 551422 27916837 "1" 0.0857066208753974 0.0102699843337771
161957 880 478 466.88626150626 133297 5729044 "1" 0.172325214603372 0.0506136135704578
162017 3 3 633.5 4 0 "1" 0.666666666666667 0
162045 1219 482 715.460446141374 76478 1654755 "1" 0.0515092857883727 0.00549469233915092
162172 322 294 646.55362158167 27060 496186 "1" 0.261798339815406 0.0900087798223719
162175 1897 487 533.244919480781 297755 12194835 "1" 0.0827853328262035 0.0107352534135971
162318 767 473 1241.22853392423 83038 1851386 "1" 0.141335984014216 0.0247151162165909
162384 1641 462 450.574406692976 131003 3095349 "1" 0.0486775612728705 0.00421045946290715
162411 3641 491 432.145373514431 400520 12867325 "1" 0.0302205347522568 0.00160079383335498
162576 1902 490 627.84952210556 361063 18094131 "1" 0.0998597229528318 0.0158031168090267
162819 561 489 662.317594003976 142361 8326034 "1" 0.453148077412783 0.284463621194127
162839 655 488 852.634724108135 162020 10162420 "1" 0.378224432149777 0.217979755232279
163016 1670 485 369.754024999366 157764 3968030 "1" 0.0566024332401703 0.00512103027329395
163067 580 226 1476.45092289648 32398 597101 "1" 0.096474301709249 0.0184571504878108
163347 6 5 377 11 1 "1" 0.366666666666667 0.05
163389 26 26 143.287037037037 108 63 "1" 0.166153846153846 0.0242307692307692
163410 3 3 447.5 4 0 "1" 0.666666666666667 0
163442 1975 490 382.995749525165 336433 21454751 "1" 0.0862947430520821 0.0167352958916361
163500 1289 356 544.175445708446 118407 3057637 "1" 0.0713195505206501 0.00858597951895756
163576 2285 488 570.928392743769 184283 4063848 "1" 0.0353104270215791 0.0020464469484333
163661 518 404 402.033831795524 18858 184154 "1" 0.07041664488473 0.00799580883697657
163679 1171 489 949.839743878793 266124 16320487 "1" 0.194241170159189 0.0611402339604347
163750 736 477 210.393436632071 150502 7370340 "1" 0.278212806861875 0.111372395184824
163858 1116 334 561.517552407037 75944 2629115 "1" 0.0610315508623045 0.0113798511256816
163864 252 220 123.868961161983 15835 202738 "1" 0.250347815088851 0.0769258205274141
163954 2190 490 514.701334690973 345698 12094687 "1" 0.0721119086507673 0.00691844814214067
164054 928 484 217.402585379925 149069 9805241 "1" 0.173284464159506 0.0738534564707204
164079 1046 468 735.892265269165 72892 1011784 "1" 0.0666855736595095 0.00531974217086979
164218 913 491 522.504407148619 102901 2816070 "1" 0.123581647162814 0.0222746405028831
164321 2165 490 559.35290251042 325563 14685427 "1" 0.069489611659189 0.00869493125351336
164326 2608 491 412.000308228516 253059 6644929 "1" 0.0372197257972283 0.002250186763772
164532 979 488 759.703888733464 200168 11223982 "1" 0.209061038453745 0.0719916457230015
164549 188 183 220.982442892203 5297 31221 "1" 0.150671293662533 0.028647429521506
164569 8068 487 266.892177805287 264964 2784432 "1" 0.00407107332805651 3.18237755285709e-05
164657 705 441 182.334020578828 51898 828538 "1" 0.104565602836879 0.014247759670492
164885 4 3 572.166666666667 6 0 "1" 0.5 0
164934 919 487 379.751878163793 161594 6214203 "1" 0.191543332361357 0.0481957961066127
164992 21587 491 287.387583663557 2226776 77206256 "1" 0.00477872531480536 4.6056107024608e-05
165540 3156 490 278.390263464948 551079 24751718 "1" 0.0553448868053003 0.00472888281113705
165556 1863 482 465.17662043764 161731 4227651 "1" 0.0466230563756989 0.00392926639593701
165859 4415 491 569.357913000671 414394 10478823 "1" 0.0212642672521951 0.000731083177698411
166021 1593 490 840.609159126727 250002 11341368 "1" 0.0985790534593873 0.0168650515893233
166036 8 8 1283.71428571429 21 6 "1" 0.375 0.107142857142857
166088 1170 477 560.132874404275 103865 2566389 "1" 0.0759396957001747 0.00963896758642883
166221 3931 483 328.935204596262 316257 13032039 "1" 0.0204712589885448 0.0012882080192361
166282 1447 488 855.900973742007 205804 8689876 "1" 0.0983596528707747 0.0172448792817907
166358 3815 491 339.618663573699 332798 12493179 "1" 0.0228720702715594 0.0013510834576719
166385 3 3 527 6 1 "1" 1 1
166402 1776 477 182.070021847028 188584 7907488 "1" 0.0598223575688364 0.00848388665274195
166502 1468 482 375.805635230604 254506 13499565 "1" 0.118179420456213 0.0256555237449751
166638 2060 489 495.24078222671 285237 13093261 "1" 0.0672484522131113 0.00899974362961382
166794 3272 491 611.615065195986 402172 11869629 "1" 0.0375766441253394 0.00203491748444848
166959 794 483 369.361516624596 133507 5900025 "1" 0.212036363520858 0.0709882109054178
167093 1699 486 622.89240574902 267663 13974451 "1" 0.0927806213174659 0.0171266766552225
167104 2386 491 666.297589830347 503616 23532954 "1" 0.0884994754516651 0.0104078882969447
167173 1646 491 460.522236831928 219793 10056511 "1" 0.0811742199012435 0.0135550472880783
167234 2182 486 475.538628132564 164841 2938736 "1" 0.0346381611711174 0.0016995929389733
167288 550 491 696.688823541287 148607 10990107 "1" 0.492157641993708 0.398508490432626
167682 617 483 614.148432329719 152615 8183751 "1" 0.401542339346229 0.210069337311698
167711 1770 490 266.21790419939 246512 10623962 "1" 0.0787294044003283 0.0115147469709843
167749 4360 490 422.833026095973 659642 25895469 "1" 0.0347084277809699 0.00187592057713309
167785 1069 482 501.828976944807 131684 4290470 "1" 0.115341090241501 0.0211321041614485
167817 2252 486 354.486199188096 257666 7498111 "1" 0.0508291953132336 0.00394436154814688
167901 2414 484 376.711708045593 245737 7519145 "1" 0.0421867398045178 0.00321105555279311
167912 4405 479 527.109904081776 357075 8062612 "1" 0.0184062883705969 0.000566350257711708
167958 3 3 253 6 1 "1" 1 1
167971 174 168 761.47655426765 11388 166745 "1" 0.378313733306757 0.193232544233328
168082 1564 487 288.390800256248 270051 14936460 "1" 0.110471452204348 0.0234704909558079
168090 5234 491 365.851947400888 614383 20439461 "1" 0.0224313151576723 0.00085579254918034
168092 501 266 388.987631997686 13826 108039 "1" 0.0551936127744511 0.00518589274357097
168142 628 309 935.858768264445 75146 2815934 "1" 0.190844076026778 0.0685444355072782
168244 1737 490 213.907630754478 362913 22732387 "1" 0.120351909776112 0.0260703746842668
168263 5768 491 246.82088380157 753857 33723108 "1" 0.022662810572469 0.00105494301906091
168587 713 477 956.52519433648 57632 1277349 "1" 0.113525694564823 0.0212335054755508
168613 618 487 584.693174456958 168265 9502196 "1" 0.441286001269322 0.242728562212127
168624 36 32 269.501424501424 351 523 "1" 0.278571428571429 0.073249299719888
168684 3383 490 464.372493838433 346097 9830076 "1" 0.0302497809253594 0.00152471037012252
168708 1356 491 1079.1683808577 221290 8833297 "1" 0.120437797298327 0.0213037685010123
168839 1424 490 241.833368805108 328900 21793384 "1" 0.162311385188753 0.0453796807025901
168996 4255 466 506.766085075039 217220 3339325 "1" 0.0120005944498494 0.000260266041366511
169151 2140 490 282.442044107761 370411 14703071 "1" 0.0809206415785173 0.00901419701892509
169192 3 3 692.166666666667 6 1 "1" 1 1
169225 960 481 251.139508514137 150808 8221173 "1" 0.163807785888078 0.0559280514127233
169244 1463 488 782.252662851451 232927 10684580 "1" 0.108900063864424 0.020514776546872
169366 13 9 400.612903225806 31 5 "1" 0.198717948717949 0.0174825174825175
169463 1678 479 484.329367934537 164002 5424768 "1" 0.0582806148956328 0.00690133940766058
169527 8 7 717.833333333333 18 2 "1" 0.321428571428571 0.0357142857142857
169708 659 485 451.177928205128 97500 3424404 "1" 0.22485021516436 0.0721206393827134
169712 231 197 896.078269109286 15830 278494 "1" 0.297948428383211 0.137338340414095
169759 1236 480 236.76055106651 184152 6591551 "1" 0.120639911953146 0.0209960829062852
169765 1226 488 1686.68637752094 225561 13017879 "1" 0.150188767187136 0.0424896842913348
169890 1245 489 554.841842874334 174510 6015402 "1" 0.112675783519932 0.0187480043592197
169909 477 318 491.384224452938 23809 367185 "1" 0.104861441431919 0.0204275950698055
169929 796 310 2622.46775988722 121293 4619032 "1" 0.191670617237129 0.0551571124956086
169946 2098 292 428.058038538393 99589 1565353 "1" 0.0226364050872984 0.0010185171535723
169994 2055 491 761.979721903498 367786 18640122 "1" 0.0871330523552643 0.0129062117443286
170019 1829 488 489.598593016235 379251 23309346 "1" 0.113432326019049 0.0228956456322702
170127 1088 486 272.280577859903 148825 4428715 "1" 0.125839635532226 0.0206890580811607
170142 3145 490 230.215755246069 627994 45860106 "1" 0.0635114908352448 0.00885398407337597
170279 334 223 337.844844610747 38484 1006245 "1" 0.346010681340023 0.163503179248796
170512 1851 488 354.462714445998 159539 3295354 "1" 0.0465895717435426 0.00312275755072378
170563 493 482 375.86006022898 145777 8396684 "1" 0.601003479608833 0.423024524053051
170657 1224 463 532.99304250822 136256 3978661 "1" 0.0910222906278892 0.0130499577760668
170689 1785 489 865.529656630947 268574 12927882 "1" 0.0843394757005941 0.0136613688152867
170905 1894 488 603.633563693032 304162 15909445 "1" 0.0848348637312703 0.0140719589406707
170990 10153 491 440.864715688189 1131979 37533026 "1" 0.0109822765276766 0.000215233568893277
171056 1068 488 906.992796263668 237238 11867889 "1" 0.208184591191657 0.0586181150952462
171073 562 464 473.898279050497 98957 3498936 "1" 0.31386821956217 0.118904980303347
171247 333 327 464.416734805124 11007 92262 "1" 0.0995604037772713 0.0151273830522547
171275 638 270 1104.94574780059 19778 158759 "1" 0.0486656200941915 0.00368529602194441
171493 515 422 303.29943956562 57277 1707650 "1" 0.216376411922481 0.0754505482221414
171497 1164 485 232.550843227053 184292 11918614 "1" 0.136136251488478 0.0454609159935469
171511 3223 491 413.784378285577 375695 11763771 "1" 0.0361784181163745 0.00211018846968634
171524 2006 490 390.821190371344 311113 14031388 "1" 0.0773522325790708 0.0104450100353739
171617 5515 491 278.822206242845 1169563 63879160 "1" 0.0384601826193015 0.00228617870942416
171706 1301 482 345.126342710997 185725 6261037 "1" 0.109811978951103 0.0170988822159977
172040 928 477 1483.14244281928 87923 2351440 "1" 0.102205622512368 0.0177111375114095
172148 634 479 421.30455280795 86540 2715647 "1" 0.215637318661823 0.0642413295577105
172246 2099 491 284.894416441425 328536 12302679 "1" 0.0746045032111619 0.00799345602478592
172273 5 5 851.333333333333 9 1 "1" 0.45 0.1
172286 1772 485 293.590739954369 277882 11950002 "1" 0.0885478737574135 0.0129081404812461
172288 4111 491 316.069687455877 630343 28122609 "1" 0.0373067687960791 0.00243042049715876
172391 2526 489 694.563298534817 493795 26831728 "1" 0.0774197847338178 0.0100003641344217
172442 2547 487 637.945723673045 294622 8585310 "1" 0.0454336710224835 0.00312127548096523
172486 1064 476 491.645294600996 82756 1901731 "1" 0.073168575248092 0.00949950393786657
172517 8177 491 429.544392737275 513361 11722869 "1" 0.00767870515050209 0.000128695250748345
172678 30 26 403.146788990826 109 52 "1" 0.125287356321839 0.012807881773399
172704 2574 490 786.285703994006 347020 14933992 "1" 0.0523969703915293 0.00526026800673373
172840 1973 481 257.494562932222 292529 13276592 "1" 0.0751856451548234 0.0103876483580667
173034 917 479 251.282904417471 161065 9587032 "1" 0.191750439300358 0.0748427133363462
173106 929 487 793.20877762714 158585 8757566 "1" 0.183949417245091 0.0657493168879521
173225 2019 491 610.378653316246 400287 22291895 "1" 0.0982458026351249 0.0162755195125653
173335 5 5 1216.9 10 1 "1" 0.5 0.1
173449 3538 490 355.693865154398 411567 17018860 "1" 0.0328887718990378 0.00230768523501753
173529 296 135 900.576695024491 11637 91929 "1" 0.133268437929455 0.0214853646451709
173662 2532 490 341.620576925114 471985 19031202 "1" 0.0736499319964822 0.00704273101620382
173732 548 488 759.274302523326 152299 7515149 "1" 0.50807656894274 0.275504259948274
173755 2408 488 356.526251518383 310363 11325463 "1" 0.053547274215432 0.00487280486512065
173952 3908 489 698.081548866393 327362 8908396 "1" 0.0214402724134489 0.000896232233291135
173978 7191 491 420.258286216037 731154 28438109 "1" 0.0141413438100361 0.000459055613128748
174024 875 475 560.232114120189 86996 2170533 "1" 0.113757437070938 0.0195067049065964
174038 2758 491 386.906320453773 320689 12273423 "1" 0.0421748003565583 0.00351404008731221
174053 2652 491 830.649913474534 401038 21542234 "1" 0.0570429895545834 0.00693765769739446
174164 358 301 650.580360505784 18585 209673 "1" 0.145415708182714 0.0276498333939062
174192 2512 480 389.028251884269 370170 15459056 "1" 0.0586860489007602 0.00585860410453552
174320 933 483 270.342065873474 143639 5891661 "1" 0.16518660097797 0.0436658343938274
174358 963 483 262.667114223403 134806 4582507 "1" 0.145515033365501 0.0308837224336072
174450 662 480 338.905296322227 48562 1075242 "1" 0.110978056684233 0.0223385040351917
174483 1078 487 756.648101674255 223144 11247967 "1" 0.192198834459081 0.0540229814283545
174628 1099 476 347.008992880063 72613 1273537 "1" 0.0601747573137361 0.00577239653454327
174663 2276 491 437.485519921845 473927 27449881 "1" 0.0915288051140424 0.0139877414876835
174762 2938 461 251.48523640061 196700 4024387 "1" 0.0227954737251744 0.000953101599952696
174803 4896 490 435.15578716116 384178 11605624 "1" 0.0160301795215873 0.000593692655340097
174872 11 11 838.805555555556 108 156 "1" 0.981818181818182 0.945454545454545
174895 2808 491 1621.00347343814 316977 8862219 "1" 0.0402150149656384 0.0024041775949871
174941 2125 491 447.931658668542 381131 18422954 "1" 0.0844424504264983 0.0115357829792143
174981 5536 491 451.062886158939 871241 40740697 "1" 0.028433125251291 0.00144154048428331
175034 817 481 563.490313893016 107680 3253872 "1" 0.161518707850337 0.0359320413780248
175100 3 3 302.833333333333 6 1 "1" 1 1
175105 9043 485 174.092422049286 444223 6729988 "1" 0.0054328036244928 5.46225583718354e-05
175110 1090 448 990.1485212281 99373 3074308 "1" 0.0837170706228254 0.0142828656976476
175179 2989 489 513.566496963201 515016 25177542 "1" 0.0576652545276455 0.00566269080289284
175273 23 23 212.59649122807 57 12 "1" 0.112648221343874 0.00677583286278938
175528 1601 490 518.161396109448 228091 11640623 "1" 0.0890423953778888 0.0170517005084768
175758 1990 479 483.271304052174 323530 11871189 "1" 0.0817385065094199 0.00905193090373341
175763 556 311 269.679365469749 81320 2974059 "1" 0.263529716767127 0.104381441670744
175778 2490 487 481.789714919273 275992 8646834 "1" 0.0445320050793774 0.00336460241433905
175805 143 119 421.866129994037 6708 58237 "1" 0.330345710627401 0.122041279068549
175885 1703 488 1388.76596394143 203114 6194536 "1" 0.0700754112635958 0.00753844055094193
175992 3646 489 422.244503175398 407508 17042406 "1" 0.0306635153468822 0.00211149273927825
176005 4145 491 505.746011892789 705974 46747269 "1" 0.0411002463776891 0.0039413797387338
176042 1302 442 494.774415082876 217253 7724741 "1" 0.128255943968423 0.0210476466579712
176180 748 465 314.618760592815 78473 2512049 "1" 0.140442339769058 0.0361591597281875
176217 4038 490 622.715702326906 618074 23122334 "1" 0.0379153798144774 0.00210866067600779
176231 3038 487 520.379002849003 456300 18853306 "1" 0.0494558769687785 0.00403835448209361
176242 4419 491 718.285971824729 738307 35441871 "1" 0.0378170173632912 0.0024659869759098
176265 1904 489 571.536423471275 286546 12094522 "1" 0.0790839982866504 0.0105298870884033
176385 3674 491 444.203314975866 470290 15952937 "1" 0.0348502312257894 0.00193165315456327
176770 6347 469 304.156125917766 465669 11398921 "1" 0.0115613556580751 0.000267617680140677
176853 3 3 393.666666666667 6 1 "1" 1 1
176881 4769 490 434.989402285004 413391 9787016 "1" 0.0181801494129452 0.00054174240025209
176883 3323 450 328.226526189729 140284 2015413 "1" 0.0127080282409485 0.000329849979139938
176900 895 488 734.591255479149 198936 12781565 "1" 0.248629597690375 0.107330529113767
176902 730 489 716.954739876769 159213 8442833 "1" 0.29917695473251 0.130754812299713
176903 6646 482 474.358089070843 321205 7749984 "1" 0.00727322419591026 0.000158477317085983
176937 730 485 983.615638278319 92491 2724601 "1" 0.173799725651578 0.0421961079114808
176938 1384 487 916.168598262297 204753 7735439 "1" 0.106972464985643 0.0175456678174036
177183 512 480 287.67325615585 146243 8476663 "1" 0.558964499755382 0.381166856725567
177198 965 487 765.965731534091 197120 10313813 "1" 0.211897749016404 0.0690780181174687
177428 3776 466 482.383905738191 598673 22586838 "1" 0.0419991721854305 0.00251916056912491
177507 1031 368 262.648712220285 110112 3212493 "1" 0.103690450406336 0.0176393336748462
177565 1455 455 494.496768369951 172823 4282227 "1" 0.0816909863535596 0.0083584918180178
