"group" "mean_edge" "links" "triplet" "nodes" "cc" "Edensity" "Tdensity" "species" "persp"
1488 1590 4 1 4 0.583333333333333 0.666666666666667 0.25 3 1.33333333333333
1491 644.333333333333 5 0 6 0 0.333333333333333 0 3 2
1504 351.333333333333 2 0 3 0 0.666666666666667 0 3 1
1509 321.333333333333 5 0 6 0 0.333333333333333 0 2 3
1518 62 2 0 3 0 0.666666666666667 0 2 1.5
1530 244 3 0 4 0 0.5 0 3 1.33333333333333
1564 464.5 3 0 4 0 0.5 0 2 2
1573 229 3 0 4 0 0.5 0 3 1.33333333333333
1578 233.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
1593 392 2 0 3 0 0.666666666666667 0 3 1
1601 717.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
1603 556.666666666667 2 0 3 0 0.666666666666667 0 3 1
1604 1210.66666666667 2 0 3 0 0.666666666666667 0 3 1
1611 439 3 0 4 0 0.5 0 2 2
1612 621.158878504673 902 471 214 0.110361902765974 0.0395770260190426 0.000292444137581617 3 71.3333333333333
1614 484 5 2 4 0.833333333333333 0.833333333333333 0.5 3 1.33333333333333
1624 226 3 0 4 0 0.5 0 3 1.33333333333333
1628 324 2 0 3 0 0.666666666666667 0 2 1.5
1640 96 2 0 3 0 0.666666666666667 0 2 1.5
1646 484.5 3 0 4 0 0.5 0 3 1.33333333333333
1650 3135.33333333333 2 0 3 0 0.666666666666667 0 2 1.5
1660 295.333333333333 2 0 3 0 0.666666666666667 0 3 1
1697 667.5 3 0 4 0 0.5 0 2 2
1728 266 2 0 3 0 0.666666666666667 0 3 1
1731 548 2 0 3 0 0.666666666666667 0 3 1
1733 957 4 1 4 0.583333333333333 0.666666666666667 0.25 3 1.33333333333333
1737 224 3 0 4 0 0.5 0 3 1.33333333333333
1740 354 2 0 3 0 0.666666666666667 0 3 1
1742 818 2 0 3 0 0.666666666666667 0 2 1.5
1745 1010 2 0 3 0 0.666666666666667 0 3 1
1747 851.2 4 0 5 0 0.4 0 3 1.66666666666667
1763 678.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
1764 1359.33333333333 2 0 3 0 0.666666666666667 0 2 1.5
1767 1514 2 0 3 0 0.666666666666667 0 2 1.5
1768 900 4 0 4 0 0.666666666666667 0 3 1.33333333333333
1792 359.5 3 0 4 0 0.5 0 3 1.33333333333333
1798 104.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
1811 543.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
1814 986.5 3 0 4 0 0.5 0 3 1.33333333333333
1829 912 4 0 5 0 0.4 0 3 1.66666666666667
1832 856.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
1835 614.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
1841 716 3 0 4 0 0.5 0 3 1.33333333333333
1845 1463.6 5 0 5 0 0.5 0 2 2.5
1847 3943.33333333333 2 0 3 0 0.666666666666667 0 2 1.5
1848 1248 3 0 4 0 0.5 0 3 1.33333333333333
1852 268 2 0 3 0 0.666666666666667 0 2 1.5
1871 656 3 0 4 0 0.5 0 3 1.33333333333333
1874 776 2 0 3 0 0.666666666666667 0 3 1
1878 109.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
1886 390 3 0 4 0 0.5 0 3 1.33333333333333
1896 210.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
1912 2298.5 4 1 4 0.583333333333333 0.666666666666667 0.25 3 1.33333333333333
1915 555.5 3 0 4 0 0.5 0 2 2
1933 462.666666666667 2 0 3 0 0.666666666666667 0 3 1
1935 792.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
1937 179.333333333333 2 0 3 0 0.666666666666667 0 3 1
1946 734 4 0 4 0 0.666666666666667 0 3 1.33333333333333
1947 524.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
1949 744.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
1962 642 2 0 3 0 0.666666666666667 0 3 1
1976 643.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
1979 1565.5 3 0 4 0 0.5 0 3 1.33333333333333
1980 909.5 3 0 4 0 0.5 0 2 2
1982 1352.66666666667 2 0 3 0 0.666666666666667 0 3 1
1997 122 2 0 3 0 0.666666666666667 0 3 1
2004 357.333333333333 2 0 3 0 0.666666666666667 0 3 1
2007 579.333333333333 2 0 3 0 0.666666666666667 0 3 1
2009 208 2 0 3 0 0.666666666666667 0 2 1.5
2021 88 3 0 4 0 0.5 0 2 2
2028 1052 2 0 3 0 0.666666666666667 0 3 1
2029 1730.66666666667 2 0 3 0 0.666666666666667 0 3 1
2038 1180 2 0 3 0 0.666666666666667 0 3 1
2044 1168 2 0 3 0 0.666666666666667 0 3 1
2059 1412 4 0 5 0 0.4 0 3 1.66666666666667
2069 110 4 0 4 0 0.666666666666667 0 3 1.33333333333333
2078 384 3 0 4 0 0.5 0 2 2
2088 433.333333333333 2 0 3 0 0.666666666666667 0 3 1
2112 535 3 0 4 0 0.5 0 3 1.33333333333333
2132 309.333333333333 2 0 3 0 0.666666666666667 0 3 1
2142 76.5 3 0 4 0 0.5 0 2 2
2143 137.5 4 1 4 0.583333333333333 0.666666666666667 0.25 3 1.33333333333333
2150 829.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
2156 416 2 0 3 0 0.666666666666667 0 2 1.5
2162 1429.33333333333 2 0 3 0 0.666666666666667 0 2 1.5
2168 992.4 5 1 5 0.333333333333333 0.5 0.1 3 1.66666666666667
2180 261.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
2190 154 2 0 3 0 0.666666666666667 0 2 1.5
2196 1077.33333333333 2 0 3 0 0.666666666666667 0 2 1.5
2204 588 2 0 3 0 0.666666666666667 0 3 1
2208 222 2 0 3 0 0.666666666666667 0 3 1
2214 954.666666666667 2 0 3 0 0.666666666666667 0 3 1
2223 328 2 0 3 0 0.666666666666667 0 2 1.5
2224 253.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
2231 58 2 0 3 0 0.666666666666667 0 2 1.5
2232 295.555555555556 10 2 9 0.281481481481481 0.277777777777778 0.0238095238095238 3 3
2250 1909.71428571429 7 0 7 0 0.333333333333333 0 2 3.5
2267 3074.66666666667 3 1 3 1 1 1 3 1
2273 1043.71428571429 8 1 7 0.238095238095238 0.380952380952381 0.0285714285714286 3 2.33333333333333
2278 340.666666666667 2 0 3 0 0.666666666666667 0 3 1
2284 721 3 0 4 0 0.5 0 2 2
2295 144.666666666667 2 0 3 0 0.666666666666667 0 3 1
2299 1356 2 0 3 0 0.666666666666667 0 2 1.5
2306 3261.5 5 2 4 0.833333333333333 0.833333333333333 0.5 3 1.33333333333333
2316 1422 3 0 4 0 0.5 0 2 2
2334 731 3 0 4 0 0.5 0 2 2
2343 1042 2 0 3 0 0.666666666666667 0 3 1
2345 339.333333333333 2 0 3 0 0.666666666666667 0 3 1
2355 1794 2 0 3 0 0.666666666666667 0 2 1.5
2377 457.5 3 0 4 0 0.5 0 3 1.33333333333333
2382 359.5 3 0 4 0 0.5 0 3 1.33333333333333
2383 374.4 5 1 5 0.333333333333333 0.5 0.1 3 1.66666666666667
2391 76 3 0 4 0 0.5 0 2 2
2400 173.5 3 0 4 0 0.5 0 3 1.33333333333333
2404 1138.66666666667 2 0 3 0 0.666666666666667 0 3 1
2407 451.454545454545 11 0 11 0 0.2 0 3 3.66666666666667
2411 353.333333333333 2 0 3 0 0.666666666666667 0 3 1
2414 1406 4 0 5 0 0.4 0 3 1.66666666666667
2418 448.8 4 0 5 0 0.4 0 3 1.66666666666667
2420 525.5 4 1 4 0.583333333333333 0.666666666666667 0.25 3 1.33333333333333
2423 466.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
2449 209.5 3 0 4 0 0.5 0 3 1.33333333333333
2460 174.666666666667 2 0 3 0 0.666666666666667 0 3 1
2470 598 4 0 4 0 0.666666666666667 0 3 1.33333333333333
2478 474 2 0 3 0 0.666666666666667 0 2 1.5
2527 293.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
2532 1297.33333333333 2 0 3 0 0.666666666666667 0 3 1
2538 472.666666666667 2 0 3 0 0.666666666666667 0 3 1
2546 371.333333333333 2 0 3 0 0.666666666666667 0 3 1
2557 517 3 0 4 0 0.5 0 3 1.33333333333333
2567 883.5 3 0 4 0 0.5 0 2 2
2569 553 3 0 4 0 0.5 0 2 2
2577 408 2 0 3 0 0.666666666666667 0 2 1.5
2599 1284.66666666667 2 0 3 0 0.666666666666667 0 3 1
2603 759.333333333333 3 1 3 1 1 1 3 1
2629 309 202 26 114 0.0523410312883997 0.0313615898152461 0.000108124293033469 3 38
2642 854 3 0 4 0 0.5 0 3 1.33333333333333
2646 340 3 0 4 0 0.5 0 3 1.33333333333333
2649 680 2 0 3 0 0.666666666666667 0 2 1.5
2654 525.2 5 0 5 0 0.5 0 3 1.66666666666667
2660 67 3 0 4 0 0.5 0 2 2
2673 828 4 0 4 0 0.666666666666667 0 2 2
2675 714 3 1 3 1 1 1 3 1
2677 1097.33333333333 2 0 3 0 0.666666666666667 0 3 1
2682 622 3 0 4 0 0.5 0 3 1.33333333333333
2715 559.333333333333 2 0 3 0 0.666666666666667 0 3 1
2745 1329.6 5 0 5 0 0.5 0 2 2.5
2749 670 3 0 4 0 0.5 0 3 1.33333333333333
2780 1018 2 0 3 0 0.666666666666667 0 3 1
2781 394 2 0 3 0 0.666666666666667 0 2 1.5
2786 58.6666666666667 2 0 3 0 0.666666666666667 0 2 1.5
2813 312 2 0 3 0 0.666666666666667 0 3 1
2819 703.428571428571 8 2 7 0.333333333333333 0.380952380952381 0.0571428571428571 3 2.33333333333333
2827 1199 4 1 4 0.583333333333333 0.666666666666667 0.25 3 1.33333333333333
2832 570 3 0 4 0 0.5 0 3 1.33333333333333
2845 330.5 3 0 4 0 0.5 0 3 1.33333333333333
2857 2646 3 1 3 1 1 1 3 1
2862 271.5 4 1 4 0.583333333333333 0.666666666666667 0.25 3 1.33333333333333
2869 1422.66666666667 2 0 3 0 0.666666666666667 0 3 1
2903 482.5 3 0 4 0 0.5 0 3 1.33333333333333
2912 1612.66666666667 2 0 3 0 0.666666666666667 0 3 1
2920 788.666666666667 2 0 3 0 0.666666666666667 0 3 1
2923 5306.25 15 8 8 0.458333333333333 0.535714285714286 0.142857142857143 3 2.66666666666667
2927 1786.57142857143 8 2 7 0.571428571428571 0.380952380952381 0.0571428571428571 3 2.33333333333333
2931 186.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
2938 672.666666666667 2 0 3 0 0.666666666666667 0 3 1
2951 10851.3333333333 3 1 3 1 1 1 3 1
2953 302.8 4 0 5 0 0.4 0 3 1.66666666666667
2954 365.333333333333 3 1 3 1 1 1 3 1
2961 162.666666666667 2 0 3 0 0.666666666666667 0 3 1
2975 1023.33333333333 2 0 3 0 0.666666666666667 0 3 1
2982 436.5 3 0 4 0 0.5 0 3 1.33333333333333
2999 505.5 4 0 4 0 0.666666666666667 0 3 1.33333333333333
3020 790.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
3032 451.2 4 0 5 0 0.4 0 2 2.5
3041 320.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
3077 815.333333333333 2 0 3 0 0.666666666666667 0 3 1
3107 196 2 0 3 0 0.666666666666667 0 2 1.5
3114 422 4 0 4 0 0.666666666666667 0 3 1.33333333333333
3116 268 3 0 4 0 0.5 0 3 1.33333333333333
3132 623.333333333333 7 1 6 0.25 0.466666666666667 0.05 3 2
3141 1298.66666666667 2 0 3 0 0.666666666666667 0 3 1
3143 748 3 0 4 0 0.5 0 3 1.33333333333333
3156 479.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
3159 422.666666666667 3 1 3 1 1 1 3 1
3168 89 3 0 4 0 0.5 0 2 2
3169 852.095238095238 98 9 63 0.0361468044007727 0.0501792114695341 0.000226637455616832 3 21
3173 82 2 0 3 0 0.666666666666667 0 2 1.5
3184 1354.1 26 4 20 0.2375 0.136842105263158 0.00350877192982456 3 6.66666666666667
3195 602 4 0 4 0 0.666666666666667 0 3 1.33333333333333
3197 728.666666666667 3 1 3 1 1 1 3 1
3231 888 2 0 3 0 0.666666666666667 0 3 1
3232 294.5 3 0 4 0 0.5 0 2 2
3233 425 3 0 4 0 0.5 0 3 1.33333333333333
3255 2060.66666666667 2 0 3 0 0.666666666666667 0 3 1
3267 570 3 0 4 0 0.5 0 2 2
3275 232.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
3280 493.333333333333 2 0 3 0 0.666666666666667 0 3 1
3289 248 2 0 3 0 0.666666666666667 0 3 1
3291 181.333333333333 2 0 3 0 0.666666666666667 0 3 1
3301 109.5 3 0 4 0 0.5 0 3 1.33333333333333
3314 263.333333333333 2 0 3 0 0.666666666666667 0 3 1
3318 409.5 3 0 4 0 0.5 0 3 1.33333333333333
3322 436.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
3327 510.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
3328 81.6666666666667 5 0 6 0 0.333333333333333 0 2 3
3352 295.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
3359 1199.25 9 2 8 0.3125 0.321428571428571 0.0357142857142857 3 2.66666666666667
3362 646 2 0 3 0 0.666666666666667 0 2 1.5
3363 177.333333333333 2 0 3 0 0.666666666666667 0 3 1
3368 1054.66666666667 2 0 3 0 0.666666666666667 0 3 1
3374 883.75 10 3 8 0.65 0.357142857142857 0.0535714285714286 3 2.66666666666667
3387 430.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
3390 100.666666666667 2 0 3 0 0.666666666666667 0 3 1
3400 345.333333333333 2 0 3 0 0.666666666666667 0 3 1
3413 93.2 5 0 5 0 0.5 0 3 1.66666666666667
3427 412 2 0 3 0 0.666666666666667 0 2 1.5
3429 379.2 4 0 5 0 0.4 0 2 2.5
3435 1535.33333333333 2 0 3 0 0.666666666666667 0 2 1.5
3443 410.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
3452 636.666666666667 2 0 3 0 0.666666666666667 0 3 1
3456 950.666666666667 2 0 3 0 0.666666666666667 0 3 1
3458 434.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
3463 747.6 4 0 5 0 0.4 0 3 1.66666666666667
3470 315.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
3472 576.666666666667 2 0 3 0 0.666666666666667 0 3 1
3487 610 2 0 3 0 0.666666666666667 0 2 1.5
3489 130 2 0 3 0 0.666666666666667 0 2 1.5
3505 736 2 0 3 0 0.666666666666667 0 3 1
3506 729.333333333333 2 0 3 0 0.666666666666667 0 3 1
3509 1426 2 0 3 0 0.666666666666667 0 3 1
3518 885.333333333333 2 0 3 0 0.666666666666667 0 3 1
3537 673.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
3547 1119.33333333333 2 0 3 0 0.666666666666667 0 3 1
3550 584 3 0 4 0 0.5 0 2 2
3581 514 4 0 4 0 0.666666666666667 0 3 1.33333333333333
3588 771.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
3595 1506 2 0 3 0 0.666666666666667 0 3 1
3601 975.5 3 0 4 0 0.5 0 2 2
3620 60 2 0 3 0 0.666666666666667 0 3 1
3631 466.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
3633 474 3 0 4 0 0.5 0 3 1.33333333333333
3653 262.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
3659 702 3 0 4 0 0.5 0 3 1.33333333333333
3670 443 3 0 4 0 0.5 0 3 1.33333333333333
3671 511.6 4 0 5 0 0.4 0 2 2.5
3676 340.5 5 2 4 0.833333333333333 0.833333333333333 0.5 3 1.33333333333333
3702 285.5 3 0 4 0 0.5 0 3 1.33333333333333
3718 1063 3 0 4 0 0.5 0 2 2
3733 366 2 0 3 0 0.666666666666667 0 2 1.5
3750 114.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
3753 141.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
3779 1710 2 0 3 0 0.666666666666667 0 2 1.5
3780 686 2 0 3 0 0.666666666666667 0 3 1
3794 312 2 0 3 0 0.666666666666667 0 3 1
3832 1498.66666666667 5 0 6 0 0.333333333333333 0 2 3
3849 216 2 0 3 0 0.666666666666667 0 2 1.5
3863 1031.6 4 0 5 0 0.4 0 2 2.5
3866 520.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
3880 606.444444444444 11 3 9 0.537037037037037 0.305555555555556 0.0357142857142857 3 3
3885 255.6 4 0 5 0 0.4 0 2 2.5
3891 156 3 0 4 0 0.5 0 3 1.33333333333333
3909 874 2 0 3 0 0.666666666666667 0 2 1.5
3915 1136 2 0 3 0 0.666666666666667 0 2 1.5
3929 953.5 3 0 4 0 0.5 0 3 1.33333333333333
3930 932 2 0 3 0 0.666666666666667 0 3 1
3931 588 2 0 3 0 0.666666666666667 0 2 1.5
3935 394 2 0 3 0 0.666666666666667 0 2 1.5
3937 1176 3 0 4 0 0.5 0 2 2
3949 504 2 0 3 0 0.666666666666667 0 2 1.5
3971 698.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
3990 870.5 3 0 4 0 0.5 0 3 1.33333333333333
3991 1970.66666666667 2 0 3 0 0.666666666666667 0 2 1.5
3997 755 3 0 4 0 0.5 0 3 1.33333333333333
4010 715.666666666667 6 1 6 0.277777777777778 0.4 0.05 3 2
4011 57.3333333333333 2 0 3 0 0.666666666666667 0 2 1.5
4072 1140.5 3 0 4 0 0.5 0 2 2
4092 241.333333333333 2 0 3 0 0.666666666666667 0 3 1
4096 2494.57142857143 7 1 7 0.214285714285714 0.333333333333333 0.0285714285714286 3 2.33333333333333
4099 384.666666666667 2 0 3 0 0.666666666666667 0 3 1
4100 2387.6 5 0 5 0 0.5 0 2 2.5
4116 611.333333333333 2 0 3 0 0.666666666666667 0 3 1
4122 365.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
4124 922.4 4 0 5 0 0.4 0 2 2.5
4137 654.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
4139 74.8571428571429 6 0 7 0 0.285714285714286 0 2 3.5
4154 268 3 0 4 0 0.5 0 3 1.33333333333333
4156 674.666666666667 5 0 6 0 0.333333333333333 0 3 2
4161 201.333333333333 2 0 3 0 0.666666666666667 0 3 1
4163 885.5 3 0 4 0 0.5 0 3 1.33333333333333
4174 106.5 7 0 8 0 0.25 0 3 2.66666666666667
4176 1014.8 4 0 5 0 0.4 0 2 2.5
4179 369.333333333333 2 0 3 0 0.666666666666667 0 3 1
4187 516.5 3 0 4 0 0.5 0 3 1.33333333333333
4194 268.666666666667 6 1 6 0.388888888888889 0.4 0.05 3 2
4199 160 10 0 10 0 0.222222222222222 0 3 3.33333333333333
4201 91 3 0 4 0 0.5 0 2 2
4229 127.5 3 0 4 0 0.5 0 2 2
4234 259.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
4245 399.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
4262 193.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
4282 658 2 0 3 0 0.666666666666667 0 3 1
4308 880 2 0 3 0 0.666666666666667 0 3 1
4328 673 3 0 4 0 0.5 0 3 1.33333333333333
4347 558 2 0 3 0 0.666666666666667 0 3 1
4348 70.6666666666667 2 0 3 0 0.666666666666667 0 2 1.5
4364 478 3 0 4 0 0.5 0 3 1.33333333333333
4367 648 3 0 4 0 0.5 0 3 1.33333333333333
4372 461.333333333333 2 0 3 0 0.666666666666667 0 3 1
4383 528.666666666667 2 0 3 0 0.666666666666667 0 3 1
4428 573 3 0 4 0 0.5 0 3 1.33333333333333
4434 807.2 4 0 5 0 0.4 0 3 1.66666666666667
4455 444.4 5 0 5 0 0.5 0 2 2.5
4456 625.2 4 0 5 0 0.4 0 2 2.5
4457 364.666666666667 2 0 3 0 0.666666666666667 0 2 1.5
4464 412 2 0 3 0 0.666666666666667 0 2 1.5
4466 258 2 0 3 0 0.666666666666667 0 2 1.5
4468 126 2 0 3 0 0.666666666666667 0 3 1
4481 485.333333333333 2 0 3 0 0.666666666666667 0 2 1.5
4484 202 2 0 3 0 0.666666666666667 0 2 1.5
4496 92.4 4 0 5 0 0.4 0 3 1.66666666666667
4515 54.6666666666667 2 0 3 0 0.666666666666667 0 2 1.5
4533 580.666666666667 2 0 3 0 0.666666666666667 0 3 1
4538 82 2 0 3 0 0.666666666666667 0 3 1
4542 410 2 0 3 0 0.666666666666667 0 2 1.5
4544 356.666666666667 2 0 3 0 0.666666666666667 0 3 1
4548 169 5 0 6 0 0.333333333333333 0 3 2
