"inDEG" "group" "links" "triplet" "mean_edge" "nodes" "species"
"NO" "3935" 3 1 218.666666666667 3 3
"YES" "3936" 1187 4274 92.8871103622578 175 5
"NO" "3937" 1 0 86 2 2
"NO" "3938" 1 0 169 2 2
"NO" "3939" 1 0 119 2 2
"NO" "394" 3 1 165.333333333333 3 2
"NO" "3940" 1 0 1137 2 2
"NO" "3941" 2 0 145 3 3
"NO" "3942" 1 0 108 2 1
"NO" "3943" 3 1 245.333333333333 3 2
"NO" "3944" 1 0 163 2 2
"NO" "3945" 3 1 350 3 3
"NO" "3946" 9 7 82.6666666666667 5 5
"NO" "3947" 5 1 107.6 5 5
"NO" "3948" 1 0 49 2 2
"NO" "3949" 1 0 108 2 2
"NO" "395" 5 2 83.2 4 1
"NO" "3950" 1 0 70 2 2
"NO" "3951" 1 0 92 2 1
"NO" "3952" 10 10 313.2 5 5
"NO" "3953" 3 1 52 3 3
"NO" "3954" 39 23 90.0769230769231 24 3
"NO" "3955" 3 1 206.666666666667 3 3
"NO" "3956" 1 0 304 2 1
"NO" "3957" 1 0 124 2 1
"NO" "3958" 5 1 166.8 5 5
"NO" "3959" 9 4 167.222222222222 6 4
"YES" "396" 8403 199190 111.835058907533 261 5
"NO" "3960" 12 10 145.083333333333 6 3
"YES" "3961" 26 29 620.076923076923 10 5
"YES" "3962" 3 1 73 3 3
"NO" "3963" 1 0 165 2 1
"NO" "3964" 3 1 718 3 3
"NO" "3965" 1 0 70 2 1
"NO" "3966" 6 4 328.666666666667 4 4
"YES" "3967" 1 0 98 2 2
"YES" "3968" 9 7 114.111111111111 5 5
"NO" "3969" 10 10 238 5 5
"NO" "397" 3510 44267 137.773219373219 141 5
"NO" "3970" 16 12 225 8 4
"NO" "3971" 6 4 88.1666666666667 4 1
"NO" "3972" 31 11 200.967741935484 19 5
"NO" "3973" 2 0 78 3 3
"NO" "3974" 3 1 90.6666666666667 3 3
"NO" "3975" 2 0 64 3 3
"NO" "3976" 3 1 62.6666666666667 3 1
"NO" "3977" 1 0 65 2 2
"NO" "3978" 1 0 280 2 2
"NO" "3979" 3 1 243 3 1
"NO" "398" 3 1 178 3 3
"NO" "3980" 3 1 208.333333333333 3 3
"NO" "3981" 3 1 82.3333333333333 3 1
"NO" "3982" 1 0 117 2 2
"NO" "3983" 1 0 590 2 2
"NO" "3984" 3 1 152 3 1
"NO" "3985" 1 0 58 2 1
"YES" "3986" 23 22 463.04347826087 10 5
"NO" "3987" 3 1 124.333333333333 3 3
"YES" "3988" 1 0 53 2 2
"NO" "3989" 2 0 44.5 3 1
"NO" "399" 19 25 98.7894736842105 7 5
"NO" "3990" 1 0 111 2 2
"NO" "3991" 3 1 82 3 3
"NO" "3992" 10 10 118.3 5 5
"NO" "3993" 1 0 196 2 2
"NO" "3994" 17 8 52 11 2
"NO" "3995" 5 1 62.2 5 2
"NO" "3996" 1 0 177 2 1
"NO" "3997" 9 7 105.222222222222 5 5
"NO" "3998" 3 1 78.6666666666667 3 3
"NO" "3999" 4 1 58.75 4 1
"NO" "4" 15 20 197.266666666667 6 5
"NO" "40" 150 716 235.346666666667 19 5
"YES" "400" 921 9952 247.213897937025 69 5
"NO" "4000" 3 1 290.333333333333 3 3
"NO" "4001" 3 1 107 3 3
"NO" "4002" 1 0 168 2 1
"NO" "4003" 6 4 723.833333333333 4 3
"YES" "4004" 13 13 262 6 5
"NO" "4005" 6 4 212.333333333333 4 4
"NO" "4006" 1 0 198 2 2
"NO" "4007" 3 1 224 3 3
"NO" "4008" 3 1 1283.33333333333 3 3
"NO" "4009" 1 0 45 2 1
"YES" "401" 1051 9392 153.525214081827 82 5
"NO" "4010" 3 1 119.666666666667 3 3
"NO" "4011" 1 0 82 2 2
"NO" "4012" 1 0 45 2 1
"NO" "4013" 1 0 42 2 1
"NO" "4014" 7 4 185.571428571429 5 5
"NO" "4015" 1 0 40 2 1
"NO" "4016" 2 0 76 3 1
"NO" "4017" 3 1 93.3333333333333 3 3
"YES" "4018" 10 10 297.5 5 5
"NO" "4019" 3 1 237.666666666667 3 2
"NO" "402" 10 10 424.7 5 5
"NO" "4020" 3 1 142 3 3
"NO" "4021" 5 2 150.8 4 1
"NO" "4022" 2 0 59.5 3 1
"NO" "4023" 9 7 69.7777777777778 5 5
"NO" "4024" 1 0 312 2 2
"NO" "4025" 2 0 147 3 2
"NO" "4026" 1 0 100 2 2
"NO" "4027" 2 0 87 3 3
"NO" "4028" 3 1 386.333333333333 3 3
"YES" "4029" 6 1 204 6 5
"NO" "403" 10 10 240.7 5 5
"NO" "4030" 1 0 47 2 2
"NO" "4031" 1 0 157 2 2
"NO" "4032" 1 0 223 2 1
"NO" "4033" 3 1 190.333333333333 3 3
"NO" "4034" 1 0 136 2 2
"YES" "4035" 7 4 109.857142857143 5 5
"YES" "4036" 7 1 92.5714285714286 7 5
"YES" "4037" 10 10 199.4 5 5
"YES" "4038" 6 4 315.166666666667 4 4
"NO" "4039" 1 0 52 2 2
"NO" "404" 5 2 60.2 4 4
"NO" "4040" 3 1 539.666666666667 3 3
"NO" "4041" 1 0 65 2 1
"NO" "4042" 5 1 224.2 5 3
"NO" "4043" 1 0 64 2 1
"NO" "4044" 3 1 148.666666666667 3 3
"NO" "4045" 3 1 62.6666666666667 3 3
"NO" "4046" 1 0 79 2 2
"NO" "4047" 3 1 322 3 3
"NO" "4048" 2 0 54.5 3 3
"NO" "4049" 3 0 89.3333333333333 4 1
"YES" "405" 10 10 395.3 5 5
"NO" "4050" 1 0 135 2 1
"NO" "4051" 1 0 252 2 1
"NO" "4052" 1 0 43 2 1
"NO" "4053" 3 1 128 3 3
"NO" "4054" 10 10 632 5 5
"NO" "4055" 1 0 93 2 1
"NO" "4056" 5 1 60.2 5 2
"NO" "4057" 1 0 166 2 2
"NO" "4058" 1 0 106 2 2
"NO" "4059" 1 0 71 2 1
"YES" "406" 6 4 208 4 4
"NO" "4060" 3 1 444.666666666667 3 3
"NO" "4061" 3 1 80 3 3
"NO" "4062" 1 0 252 2 2
"NO" "4063" 1 0 85 2 1
"NO" "4064" 2 0 81 3 1
"NO" "4065" 1 0 94 2 1
"NO" "4066" 7 3 212.714285714286 5 5
"NO" "4067" 4 1 114.25 4 2
"NO" "4068" 3 1 178.333333333333 3 3
"NO" "4069" 1 0 109 2 1
"YES" "407" 33895 1172865 139.333293996165 520 5
"NO" "4070" 1 0 494 2 2
"NO" "4071" 1 0 313 2 2
"NO" "4072" 1 0 57 2 2
"NO" "4073" 4 1 89 4 1
"NO" "4074" 1 0 45 2 1
"NO" "4075" 9 7 94.4444444444444 5 2
"YES" "4076" 10 10 213.5 5 5
"NO" "4077" 1 0 372 2 2
"NO" "4078" 1 0 136 2 2
"NO" "4079" 1 0 118 2 1
"YES" "408" 10 10 969.5 5 5
"NO" "4080" 1 0 60 2 2
"NO" "4081" 1 0 204 2 1
"NO" "4082" 2 0 45.5 3 1
"NO" "4083" 10 10 203.6 5 5
"NO" "4084" 14 11 258.785714285714 8 5
"NO" "4085" 1 0 62 2 2
"NO" "4086" 3 1 505.333333333333 3 3
"NO" "4087" 2 0 153 3 2
"NO" "4088" 3 0 178 4 4
"NO" "4089" 1 0 301 2 2
"YES" "409" 91 364 228.505494505495 14 5
"NO" "4090" 4 1 82.25 4 1
"NO" "4091" 2 0 143.5 3 3
"NO" "4092" 10 5 56.1 6 5
"NO" "4093" 1 0 226 2 2
"NO" "4094" 1 0 76 2 2
"NO" "4095" 1 0 130 2 1
"NO" "4096" 6 2 114.5 5 3
"NO" "4097" 168 619 214.982142857143 35 5
"YES" "4098" 48 42 82 20 5
"NO" "4099" 3 1 75 3 3
"NO" "41" 152 554 145.855263157895 22 5
"NO" "410" 7 4 119.714285714286 5 3
"NO" "4100" 3 1 352.666666666667 3 3
"NO" "4101" 1 0 152 2 1
"NO" "4102" 4 1 382 4 3
"NO" "4103" 1 0 371 2 2
"NO" "4104" 1 0 170 2 2
"NO" "4105" 1 0 58 2 2
"NO" "4106" 1 0 103 2 1
"NO" "4107" 1 0 47 2 2
"NO" "4108" 1 0 159 2 2
"NO" "4109" 1 0 79 2 2
"NO" "411" 6 4 709.666666666667 4 4
"NO" "4110" 9 7 307.888888888889 5 5
"NO" "4111" 1 0 171 2 2
"NO" "4112" 1 0 85 2 1
"NO" "4113" 1 0 55 2 2
"NO" "4114" 1 0 72 2 2
"NO" "4115" 3 1 205.666666666667 3 3
"NO" "4116" 1 0 114 2 1
"NO" "4117" 9 7 194.222222222222 5 5
"NO" "4118" 2 0 93.5 3 1
"NO" "4119" 2 0 144.5 3 3
"NO" "412" 10 10 635.5 5 3
"NO" "4120" 1 0 84 2 2
"NO" "4121" 1 0 56 2 1
"NO" "4122" 1 0 42 2 1
"NO" "4123" 6 4 84.3333333333333 4 1
"NO" "4124" 1 0 319 2 1
"NO" "4125" 4 1 158 4 2
"NO" "4126" 1 0 70 2 2
"NO" "4127" 1 0 51 2 1
"NO" "4128" 1 0 53 2 1
"NO" "4129" 1 0 110 2 1
"NO" "413" 10 10 268.5 5 5
"NO" "4130" 10 10 102.9 5 5
"NO" "4131" 15 20 619.266666666667 6 5
"NO" "4132" 1 0 135 2 2
"NO" "4133" 1 0 170 2 2
"NO" "4134" 3 1 60.6666666666667 3 3
"NO" "4135" 3 1 134.666666666667 3 3
"NO" "4136" 1 0 85 2 2
"NO" "4137" 1 0 41 2 1
"NO" "4138" 1 0 368 2 2
"NO" "4139" 1 0 46 2 2
"NO" "414" 5 2 57.6 4 2
"NO" "4140" 3 1 226.333333333333 3 3
"NO" "4141" 1 0 90 2 2
"NO" "4142" 1 0 167 2 2
"NO" "4143" 1 0 125 2 2
"NO" "4144" 1 0 122 2 1
"NO" "4145" 1 0 281 2 2
"NO" "4146" 1 0 60 2 2
"NO" "4147" 3 1 167.333333333333 3 3
"NO" "4148" 2 0 47 3 3
"NO" "4149" 1 0 151 2 1
"NO" "415" 24 29 150.375 9 3
"NO" "4150" 3 1 188.666666666667 3 3
"NO" "4151" 3 1 522.333333333333 3 3
"NO" "4152" 1 0 48 2 1
"NO" "4153" 1 0 251 2 1
"NO" "4154" 1 0 74 2 2
"NO" "4155" 8 5 166.625 4 3
"NO" "4156" 1 0 81 2 2
"NO" "4157" 1 0 41 2 1
"NO" "4158" 1 0 195 2 2
"NO" "4159" 1 0 60 2 1
"NO" "416" 6 2 188.333333333333 5 5
"NO" "4160" 1 0 52 2 2
"NO" "4161" 1 0 79 2 2
"NO" "4162" 1 0 167 2 2
"NO" "4163" 1 0 108 2 1
"NO" "4164" 1 0 196 2 2
"NO" "4165" 3 1 167.333333333333 3 3
"NO" "4166" 3 1 73.3333333333333 3 3
"NO" "4167" 3 1 200.666666666667 3 3
"NO" "4168" 3 1 68.3333333333333 3 3
"NO" "4169" 1 0 100 2 1
"YES" "417" 91 364 151.076923076923 14 5
"NO" "4170" 1 0 65 2 2
"YES" "4171" 6 4 140.166666666667 4 4
"NO" "4172" 3 1 70.6666666666667 3 3
"YES" "4173" 3 1 142 3 3
"NO" "4174" 1 0 89 2 2
"NO" "4175" 1 0 48 2 2
"NO" "4176" 1 0 273 2 2
"NO" "4177" 3 1 139.333333333333 3 3
"NO" "4178" 1 0 175 2 2
"NO" "4179" 5 1 121.6 5 4
"YES" "418" 737 3971 255.841248303935 83 5
"NO" "4180" 1 0 60 2 2
"NO" "4181" 1 0 70 2 1
"NO" "4182" 1 0 286 2 2
"NO" "4183" 3 1 123 3 3
"NO" "4184" 1 0 130 2 1
"NO" "4185" 3 1 115.666666666667 3 3
"NO" "4186" 1 0 124 2 1
"NO" "4187" 3 1 69.3333333333333 3 3
"YES" "4188" 7 4 107 5 5
"NO" "4189" 1 0 104 2 2
"NO" "419" 6 4 57.8333333333333 4 1
"NO" "4190" 1 0 57 2 1
"NO" "4191" 6 4 145.666666666667 4 4
"NO" "4192" 3 1 98 3 1
"YES" "4193" 10 10 367.7 5 5
"NO" "4194" 1 0 303 2 1
"NO" "4195" 1 0 120 2 2
"NO" "4196" 1 0 41 2 2
"NO" "4197" 1 0 88 2 2
"NO" "4198" 1 0 47 2 1
"YES" "4199" 10 10 518.6 5 5
"NO" "42" 21 35 128.095238095238 7 3
"YES" "420" 11 10 191.272727272727 5 5
"YES" "4200" 1 0 98 2 2
"NO" "4201" 1 0 49 2 2
"YES" "4202" 10 10 461.5 5 5
"NO" "4203" 1 0 102 2 2
"NO" "4204" 1 0 77 2 1
"NO" "4205" 1 0 1100 2 2
"NO" "4206" 1 0 48 2 2
"NO" "4207" 2 0 129 3 3
"NO" "4208" 94 192 227.521276595745 26 5
"NO" "4209" 1 0 96 2 1
"NO" "421" 10 10 183.3 5 5
"NO" "4210" 1 0 77 2 1
"NO" "4211" 1 0 447 2 2
"NO" "4212" 1 0 90 2 1
"NO" "4213" 1 0 149 2 2
"NO" "4214" 1 0 58 2 2
"NO" "4215" 1 0 267 2 1
"NO" "4216" 1 0 102 2 2
"NO" "4217" 1 0 70 2 1
"NO" "4218" 1 0 111 2 1
"NO" "4219" 3 1 92 3 2
"NO" "422" 1879 8218 92.0010643959553 192 5
"NO" "4220" 1 0 56 2 1
"NO" "4221" 3 1 261.666666666667 3 1
"NO" "4222" 3 1 146.666666666667 3 3
"NO" "4223" 1 0 58 2 2
"NO" "4224" 2 0 121 3 1
"NO" "4225" 1 0 63 2 2
"YES" "4226" 3 0 73.6666666666667 4 4
"NO" "4227" 1 0 86 2 1
"NO" "4228" 2 0 110 3 1
"NO" "4229" 1 0 49 2 2
"YES" "423" 186 660 248.655913978495 30 5
"NO" "4230" 1 0 52 2 1
"YES" "4231" 9 7 221.555555555556 5 5
"NO" "4232" 1 0 457 2 1
"NO" "4233" 3 1 217.333333333333 3 3
"NO" "4234" 2 0 66.5 3 3
"NO" "4235" 3 1 508.666666666667 3 3
"NO" "4236" 1 0 255 2 1
"NO" "4237" 6 0 84.8333333333333 7 2
"NO" "4238" 1 0 121 2 1
"NO" "4239" 3 1 160.333333333333 3 3
"NO" "424" 2 0 69 3 1
"NO" "4240" 769 4511 89.7347204161248 81 5
"NO" "4241" 1 0 259 2 1
"NO" "4242" 1 0 147 2 2
"NO" "4243" 1 0 296 2 1
"NO" "4244" 1 0 171 2 1
"NO" "4245" 1 0 370 2 2
"NO" "4246" 8 4 231.875 6 1
"NO" "4247" 1 0 293 2 2
"NO" "4248" 1 0 73 2 2
"NO" "4249" 1 0 175 2 1
"YES" "425" 203 846 140.852216748768 31 5
"NO" "4250" 1 0 94 2 1
"NO" "4251" 1 0 68 2 2
"NO" "4252" 14 13 128.5 7 3
"NO" "4253" 1 0 132 2 2
"NO" "4254" 1 0 123 2 1
"NO" "4255" 1 0 45 2 2
"NO" "4256" 3 0 54.3333333333333 4 4
"NO" "4257" 1 0 110 2 1
"NO" "4258" 1 0 138 2 2
"NO" "4259" 1 0 52 2 1
"NO" "426" 3 1 281.333333333333 3 2
"NO" "4260" 3 1 163.333333333333 3 3
"NO" "4261" 1 0 49 2 2
"NO" "4262" 6 4 72.3333333333333 4 4
"NO" "4263" 1 0 42 2 2
"NO" "4264" 1 0 92 2 1
"NO" "4265" 1 0 49 2 1
"NO" "4266" 3 1 112 3 3
"NO" "4267" 9 7 205.444444444444 5 5
"NO" "4268" 1 0 432 2 2
"NO" "4269" 1 0 527 2 1
"YES" "427" 10 10 300.2 5 5
"NO" "4270" 1 0 113 2 1
"NO" "4271" 1 0 156 2 2
"NO" "4272" 1 0 300 2 2
"NO" "4273" 1 0 93 2 2
"NO" "4274" 1 0 92 2 1
"NO" "4275" 2 0 60.5 3 1
"NO" "4276" 1 0 184 2 2
"NO" "4277" 1 0 158 2 2
"NO" "4278" 3 0 156 4 2
"NO" "4279" 1 0 81 2 2
"NO" "428" 21 35 207.47619047619 7 5
"NO" "4280" 1 0 122 2 2
"NO" "4281" 1 0 47 2 2
"NO" "4282" 4 0 87 5 1
"NO" "4283" 1 0 77 2 2
"NO" "4284" 1 0 391 2 1
"NO" "4285" 1 0 160 2 2
"NO" "4286" 3 1 111.333333333333 3 3
"NO" "4287" 1 0 291 2 1
"NO" "4288" 1 0 69 2 1
"NO" "4289" 1 0 95 2 2
"NO" "429" 3 1 71.3333333333333 3 3
"NO" "4290" 1 0 42 2 2
"NO" "4291" 3 1 53.3333333333333 3 1
"NO" "4292" 1 0 78 2 1
"NO" "4293" 1 0 377 2 2
"NO" "4294" 1 0 86 2 1
"NO" "4295" 1 0 65 2 1
"NO" "4296" 2 0 75.5 3 3
"NO" "4297" 1 0 83 2 2
"NO" "4298" 1 0 80 2 2
"NO" "4299" 1 0 78 2 2
"YES" "43" 10 10 431 5 5
"NO" "430" 28 56 751.285714285714 8 2
"YES" "4300" 13 11 386.461538461538 7 5
"NO" "4301" 1 0 312 2 2
"NO" "4302" 1 0 1757 2 2
"NO" "4303" 1 0 921 2 1
"NO" "4304" 1 0 129 2 1
"NO" "4305" 1 0 44 2 2
"NO" "4306" 3 1 132.333333333333 3 3
"NO" "4307" 1 0 491 2 2
"NO" "4308" 3 0 69.3333333333333 4 3
"NO" "4309" 1 0 121 2 2
"NO" "431" 3 1 136.666666666667 3 1
"NO" "4310" 2 0 146 3 1
"NO" "4311" 1 0 47 2 2
"NO" "4312" 1 0 85 2 1
"NO" "4313" 1 0 106 2 1
"NO" "4314" 1 0 363 2 1
"NO" "4315" 1 0 59 2 1
"NO" "4316" 1 0 43 2 1
"NO" "4317" 1 0 58 2 2
"NO" "4318" 5 1 165 5 5
"NO" "4319" 1 0 74 2 1
"NO" "432" 58 113 108.879310344828 16 3
"NO" "4320" 2 0 118 3 1
"NO" "4321" 1 0 125 2 2
"NO" "4322" 1 0 158 2 2
"NO" "4323" 1 0 193 2 2
"NO" "4324" 1 0 51 2 1
"NO" "4325" 1 0 43 2 2
"NO" "4326" 1 0 55 2 2
"NO" "4327" 3 1 281.666666666667 3 3
"NO" "4328" 2 0 53.5 3 2
"NO" "4329" 1 0 57 2 2
"NO" "433" 21 35 238.761904761905 7 5
"NO" "4330" 3 1 226.666666666667 3 3
"NO" "4331" 1 0 167 2 1
"NO" "4332" 1 0 177 2 2
"NO" "4333" 1 0 55 2 2
"NO" "4334" 1 0 185 2 2
"NO" "4335" 1 0 90 2 2
"NO" "4336" 2 0 58 3 1
"NO" "4337" 1 0 61 2 1
"NO" "4338" 10 4 63.8 8 1
"NO" "4339" 1 0 71 2 2
"NO" "434" 10 10 257 5 5
"NO" "4340" 1 0 70 2 2
"NO" "4341" 1 0 62 2 1
"NO" "4342" 3 1 224 3 3
"NO" "4343" 1 0 119 2 1
"NO" "4344" 1 0 172 2 2
"NO" "4345" 1 0 70 2 1
"NO" "4346" 1 0 93 2 2
"NO" "4347" 1 0 102 2 2
"NO" "4348" 1 0 124 2 1
"NO" "4349" 5 1 153.2 5 5
"NO" "435" 10 10 672.1 5 5
"NO" "4350" 1 0 48 2 2
"NO" "4351" 3 1 187.666666666667 3 3
"NO" "4352" 1 0 477 2 2
"NO" "4353" 3 1 202.333333333333 3 3
"NO" "4354" 1 0 203 2 2
"NO" "4355" 1 0 64 2 2
"NO" "4356" 1 0 56 2 1
"NO" "4357" 1 0 91 2 1
"YES" "4358" 4 1 212.25 4 4
"NO" "4359" 2 0 81 3 3
"YES" "436" 6 4 76 4 4
"NO" "4360" 1 0 53 2 1
"NO" "4361" 1 0 82 2 1
"NO" "4362" 1 0 111 2 2
"NO" "4363" 1 0 44 2 1
"NO" "4364" 1 0 483 2 1
"NO" "4365" 1 0 127 2 2
"NO" "4366" 1 0 42 2 2
"NO" "4367" 1 0 67 2 2
"NO" "4368" 3 1 178 3 3
"NO" "4369" 3 1 142.666666666667 3 1
"NO" "437" 10 10 433.4 5 3
"NO" "4370" 3 1 260.333333333333 3 3
"NO" "4371" 1 0 382 2 2
"NO" "4372" 1 0 52 2 1
"NO" "4373" 1 0 46 2 2
"NO" "4374" 1 0 63 2 2
"NO" "4375" 1 0 50 2 1
"NO" "4376" 1 0 58 2 2
"NO" "4377" 1 0 56 2 2
"NO" "4378" 1 0 46 2 2
"NO" "4379" 1 0 53 2 2
"YES" "438" 36 84 197.472222222222 9 5
"NO" "4380" 1 0 76 2 2
"NO" "4381" 1 0 71 2 1
"NO" "4382" 1 0 44 2 2
"NO" "4383" 3 1 217.666666666667 3 3
"NO" "4384" 1 0 81 2 2
"NO" "4385" 1 0 159 2 2
"NO" "4386" 1 0 52 2 2
"NO" "4387" 1 0 224 2 2
"NO" "4388" 1 0 54 2 1
"NO" "4389" 1 0 64 2 1
"NO" "439" 10 10 241.3 5 5
"NO" "4390" 1 0 51 2 1
"NO" "4391" 1 0 308 2 2
"YES" "4392" 3 0 49.3333333333333 4 4
"NO" "4393" 1 0 69 2 2
"NO" "4394" 1 0 309 2 1
"NO" "4395" 3 1 77.6666666666667 3 3
"NO" "4396" 3 1 313.333333333333 3 3
"NO" "4397" 2 0 65 3 3
"NO" "4398" 1 0 75 2 1
"NO" "4399" 3 1 198.666666666667 3 3
"NO" "44" 21 26 148.666666666667 8 4
"NO" "440" 10 10 114.2 5 1
"NO" "4400" 1 0 447 2 2
"NO" "4401" 2 0 60.5 3 3
"NO" "4402" 1 0 90 2 2
"NO" "4403" 1 0 74 2 2
"NO" "4404" 1 0 140 2 1
"NO" "4405" 1 0 44 2 2
"NO" "4406" 1 0 52 2 2
"NO" "4407" 2 0 46 3 3
"NO" "4408" 1 0 1081 2 1
"NO" "4409" 3 1 115.333333333333 3 3
"YES" "441" 18 20 131.277777777778 9 5
"NO" "4410" 1 0 125 2 1
"NO" "4411" 1 0 122 2 1
"NO" "4412" 1 0 48 2 2
"NO" "4413" 62 122 218.758064516129 25 1
"NO" "4414" 1 0 46 2 2
"YES" "4415" 7 2 212.857142857143 6 3
"NO" "4416" 1 0 150 2 2
"NO" "4417" 1 0 119 2 2
"NO" "4418" 1 0 263 2 2
"NO" "4419" 3 1 100.333333333333 3 3
"NO" "442" 6 4 117.333333333333 4 2
"NO" "4420" 1 0 82 2 2
"NO" "4421" 1 0 399 2 1
"NO" "4422" 3 1 173.666666666667 3 1
"NO" "4423" 2 0 80 3 3
"NO" "4424" 1 0 47 2 1
"NO" "4425" 1 0 45 2 2
"NO" "4426" 1 0 103 2 2
"NO" "4427" 1 0 40 2 1
"NO" "4428" 3 1 210 3 3
"NO" "4429" 1 0 105 2 1
"YES" "443" 10 10 426.9 5 5
"NO" "4430" 1 0 74 2 1
"NO" "4431" 1 0 55 2 2
"NO" "4432" 1 0 66 2 2
"NO" "4433" 1 0 101 2 2
"NO" "4434" 1 0 168 2 1
"NO" "4435" 2 0 94 3 3
"NO" "4436" 1 0 750 2 1
"NO" "4437" 3 1 256.333333333333 3 3
"NO" "4438" 1 0 122 2 2
"NO" "4439" 1 0 157 2 2
"NO" "444" 3 1 245.333333333333 3 3
"NO" "4440" 2 0 65 3 3
"NO" "4441" 1 0 241 2 2
"NO" "4442" 1 0 51 2 2
"NO" "4443" 3 1 183.666666666667 3 2
"NO" "4444" 1 0 281 2 2
"NO" "4445" 1 0 261 2 1
"NO" "4446" 10 10 299.8 5 5
"NO" "4447" 1 0 38 2 2
"NO" "4448" 1 0 43 2 2
"NO" "4449" 1 0 61 2 2
"NO" "445" 10 10 95.8 5 5
"NO" "4450" 1 0 79 2 1
"NO" "4451" 1 0 99 2 2
"NO" "4452" 1 0 49 2 2
"NO" "4453" 1 0 179 2 2
"NO" "4454" 1 0 121 2 2
"NO" "4455" 1 0 115 2 2
"NO" "4456" 1 0 79 2 1
"NO" "4457" 1 0 104 2 1
"NO" "4458" 1 0 48 2 1
"NO" "4459" 1 0 139 2 1
"NO" "446" 6 4 289.166666666667 4 4
"NO" "4460" 1 0 154 2 1
"NO" "4461" 1 0 80 2 2
"NO" "4462" 5 1 69 5 1
"NO" "4463" 1 0 39 2 1
"NO" "4464" 1 0 192 2 2
"NO" "4465" 1 0 93 2 2
"NO" "4466" 1 0 57 2 2
"NO" "4467" 1 0 51 2 2
"NO" "4468" 1 0 91 2 1
"NO" "4469" 1 0 93 2 1
"NO" "447" 12 11 291.083333333333 6 5
"NO" "4470" 1 0 43 2 1
"NO" "4471" 1 0 58 2 1
"NO" "4472" 1 0 50 2 1
"NO" "4473" 1 0 47 2 1
"NO" "4474" 1 0 43 2 1
"NO" "4475" 1 0 42 2 2
"NO" "4476" 1 0 138 2 2
"NO" "4477" 8 2 71 7 2
"NO" "4478" 1 0 48 2 2
"NO" "4479" 1 0 44 2 1
"NO" "448" 28 31 326.035714285714 11 5
"NO" "4480" 5 1 89.2 5 4
"NO" "4481" 1 0 47 2 2
"NO" "4482" 1 0 64 2 1
"NO" "4483" 1 0 38 2 2
"NO" "4484" 1 0 49 2 2
"NO" "449" 90 198 96.2444444444444 21 5
"NO" "45" 45 100 150.977777777778 12 4
"YES" "450" 10 10 178.3 5 5
"NO" "451" 29 38 117.965517241379 10 1
"NO" "452" 33 55 147.69696969697 11 1
"NO" "453" 90 191 313.633333333333 23 5
"NO" "454" 6 4 80.3333333333333 4 3
"NO" "455" 3 1 200 3 3
"NO" "456" 21 35 94.8095238095238 7 5
"YES" "457" 10 10 583.1 5 5
"NO" "458" 78 286 258.102564102564 13 5
"YES" "459" 18 23 85.1666666666667 7 5
"YES" "46" 10 10 208 5 5
"NO" "460" 54 107 207.12962962963 15 1
"YES" "461" 10 10 118.5 5 5
"YES" "462" 4 1 189.5 4 4
"YES" "463" 420 2548 110.133333333333 43 5
"NO" "464" 608 4011 226.276315789474 30 1
"NO" "465" 125 201 92.696 31 3
"YES" "466" 10 10 127.3 5 5
"YES" "467" 21 35 230.333333333333 7 5
"NO" "468" 8 5 55.875 5 5
"NO" "469" 10 6 73.6 6 5
"NO" "47" 10 10 90.6 5 3
"NO" "470" 2 0 58.5 3 3
"NO" "471" 7 4 93 5 5
"YES" "472" 3 1 82.3333333333333 3 3
"NO" "473" 10 10 489.1 5 5
"NO" "474" 40 52 199.625 13 5
"NO" "475" 6 4 449.5 4 3
"NO" "476" 14 16 174.214285714286 6 2
"NO" "477" 3 1 461.333333333333 3 3
"NO" "478" 38 56 174.157894736842 13 2
"NO" "479" 10 10 199.4 5 5
"NO" "48" 11 7 96.3636363636364 7 3
"NO" "480" 6 4 149.666666666667 4 2
"NO" "481" 6 4 182 4 1
"NO" "482" 77 265 188.233766233766 14 2
"NO" "483" 3 1 447.666666666667 3 1
"YES" "484" 10 10 148.2 5 5
"NO" "485" 12 11 176.75 6 5
"NO" "486" 10 10 259.1 5 5
"YES" "487" 42 88 296.285714285714 12 3
"NO" "488" 10 10 172.8 5 5
"NO" "489" 10 10 591.5 5 5
"YES" "49" 10 10 1413 5 5
"NO" "490" 10 10 71.7 5 5
"YES" "491" 5874 60267 96.3515491998638 433 5
"NO" "492" 3 1 105 3 2
"YES" "493" 249 744 252.971887550201 50 5
"YES" "494" 10 10 443.9 5 5
"NO" "495" 3 1 53.3333333333333 3 3
"YES" "496" 155 297 339.483870967742 35 5
"NO" "497" 22 23 231.272727272727 9 5
"NO" "498" 6 4 123.166666666667 4 1
"NO" "499" 52 109 108.365384615385 12 5
"YES" "5" 104 442 178.778846153846 15 5
"NO" "50" 6 4 51.1666666666667 4 1
"NO" "500" 7 4 205.857142857143 5 2
"YES" "501" 79 157 86.8987341772152 20 5
"NO" "502" 7 3 78.5714285714286 5 5
"NO" "503" 4 1 136.25 4 3
"NO" "504" 9 7 129.222222222222 5 4
"NO" "505" 67 184 194.149253731343 13 5
"NO" "506" 10 10 79.5 5 5
"NO" "507" 10 10 214.9 5 5
"YES" "508" 55 165 82.1818181818182 11 5
"NO" "509" 63 99 169.349206349206 22 3
"YES" "51" 10 10 160.3 5 5
"NO" "510" 6 4 684.166666666667 4 2
